chunk_id,document_id,text
doc00120_chunk031,doc00120,"speaker but they might be more prevalent in some dialects than others. the iraqi and gulf arabic has the sound and writes it and with the persian letters and, as in "" plum "" ; "" truffle "". early in the expansion of arabic, the separate emphatic phonemes and coalesced into a single phoneme. many dialects, such as egyptian, levantine, and much of the maghreb, subsequently lost fricatives, converting into. most dialects borrow "" learned "" words from the standard language using the same pronunciation as for inherited words. some dialects without interdental fricatives, particularly in egypt and the levant, render original in borrowed words as. another key distinguishing mark of arabic dialects is how they render the original velar and uvular plosives, ( proto - semitic ), and : retains its original pronunciation in widely scattered regions such as yemen, morocco, and urban areas of the maghreb. it is pronounced as a glottal stop in several prestige dialects, such as those spoken in cairo, beirut and damascus. it is rendered as a voiced velar plosive in the persian gulf, upper egypt, parts of the maghreb, and less urban parts of the levant ( e. g. jordan ). in iraqi arabic it sometimes retains its original pronunciation and is sometimes rendered as a voiced velar plosive, depending on the word. some traditionally christian villages in rural areas of the levant render the sound as, as do shii bahrainis. in some gulf dialects, it is palatalized to or. it is pronounced as a voiced uvular constrictive in sudanese arabic. many dialects with a modified pronunciation for maintain the pronunciation in certain words ( often with religious or educational overtones ) borrowed from the classical language. is pronounced as an affricate in iraq and much of the arabian peninsula. it is pronounced in most of north egypt and parts of yemen and oman, in morocco, tunisia, and the levant, and, in most words in much of the persian gulf. usually retains its original pronunciation but is palatalized to in many words in israel and the palestinian territories, iraq, and countries in the eastern part of the arabian peninsula. often a distinction is made between the suffixes ( ' you ', masc. ) and ( ' you ', fem. ), which become and, respectively. in sana ' a, omani, and bahrani is pronounced. pharyngealization of the emphatic consonants tends"
doc00120_chunk032,doc00120,", masc. ) and ( ' you ', fem. ), which become and, respectively. in sana ' a, omani, and bahrani is pronounced. pharyngealization of the emphatic consonants tends to weaken in many of the spoken varieties, and to spread from emphatic consonants to nearby sounds. the "" emphatic "" allophone automatically triggers pharyngealization of adjacent sounds in many dialects. as a result, it may be difficult or impossible to determine whether a given coronal consonant is phonemically emphatic or not, especially in dialects with long - distance emphasis spreading. a notable exception is the sounds vs. in moroccan arabic, because the former is pronounced as an affricate but the latter is not. grammar literary arabic as in other semitic languages, arabic has a complex and unusual morphology, i. e. method of constructing words from a basic root. arabic has a nonconcatenative "" root - and - pattern "" morphology : a root consists of a set of bare consonants ( usually three ), which are fitted into a discontinuous pattern to form words. for example, the word for ' i wrote ' is constructed by combining the root ' write ' with the pattern ' i xed ' to form ' i wrote '. other verbs meaning ' i xed ' will typically have the same pattern but with different consonants, e. g. ' i read ', ' i ate ', ' i went ', although other patterns are possible, e. g. ' i drank ', ' i said ', ' i spoke ', where the subpattern used to signal the past tense may change but the suffix is always used. from a single root, numerous words can be formed by applying different patterns : ' i wrote ' ' i had ( something ) written ' ' i corresponded ( with someone ) ' ' i dictated ' ' i subscribed ' ' we corresponded with each other ' ' i write ' ' i have ( something ) written ' ' i correspond ( with someone ) ' ' i dictate ' ' i subscribe ' ' we correspond each other ' ' it was written ' ' it was dictated ' ' written ' ' dictated ' ' book ' ' books ' ' writer ' ' writers ' ' desk, office ' ' library, bookshop ' etc. nouns and adjectives nouns in literary arabic have three grammatical cases ( nominative, accusative, and genitive [ also used when the noun"
doc00120_chunk033,doc00120,"' ' writer ' ' writers ' ' desk, office ' ' library, bookshop ' etc. nouns and adjectives nouns in literary arabic have three grammatical cases ( nominative, accusative, and genitive [ also used when the noun is governed by a preposition ] ) ; three numbers ( singular, dual and plural ) ; two genders ( masculine and feminine ) ; and three "" states "" ( indefinite, definite, and construct ). the cases of singular nouns, other than those that end in long a, are indicated by suffixed short vowels ( / - u / for nominative, / - a / for accusative, / - i / for genitive ). the feminine singular is often marked by / - at /, which is pronounced as / - ah / before a pause. plural is indicated either through endings ( the sound plural ) or internal modification ( the broken plural ). definite nouns include all proper nouns, all nouns in "" construct state "" and all nouns which are prefixed by the definite article / al - /. indefinite singular nouns, other than those that end in long a, add a final / - n / to the case - marking vowels, giving / - un /, / - an / or / - in /, which is also referred to as nunation or tanwin. adjectives in literary arabic are marked for case, number, gender and state, as for nouns. the plural of all non - human nouns is always combined with a singular feminine adjective, which takes the / - at / suffix. pronouns in literary arabic are marked for person, number and gender. there are two varieties, independent pronouns and enclitics. enclitic pronouns are attached to the end of a verb, noun or preposition and indicate verbal and prepositional objects or possession of nouns. the first - person singular pronoun has a different enclitic form used for verbs ( / - ni / ) and for nouns or prepositions ( / - i / after consonants, / - ya / after vowels ). nouns, verbs, pronouns and adjectives agree with each other in all respects. non - human plural nouns are grammatically considered to be feminine singular. a verb in a verb - initial sentence is marked as singular regardless of its semantic number when the subject of the verb is explicitly mentioned as a noun. numerals between three and ten show "" chiasmic "" agreement, in that grammatically masculine numerals have feminine marking and vice versa. verbs verbs"
doc00120_chunk034,doc00120,"regardless of its semantic number when the subject of the verb is explicitly mentioned as a noun. numerals between three and ten show "" chiasmic "" agreement, in that grammatically masculine numerals have feminine marking and vice versa. verbs verbs in literary arabic are marked for person ( first, second, or third ), gender, and number. they are conjugated in two major paradigms ( past and non - past ) ; two voices ( active and passive ) ; and six moods ( indicative, imperative, subjunctive, jussive, shorter energetic and longer energetic ), the fifth and sixth moods, the energetics, exist only in classical arabic but not in msa. there are two participles, active and passive, and a verbal noun, but no infinitive. the past and non - past paradigms are sometimes termed perfective and imperfective, indicating the fact that they actually represent a combination of tense and aspect. the moods other than the indicative occur only in the non - past, and the future tense is signaled by prefixing or onto the non - past. the past and non - past differ in the form of the stem ( e. g., past vs. non - past ), and use completely different sets of affixes for indicating person, number and gender : in the past, the person, number and gender are fused into a single suffixal morpheme, while in the non - past, a combination of prefixes ( primarily encoding person ) and suffixes ( primarily encoding gender and number ) are used. the passive voice uses the same person / number / gender affixes but changes the vowels of the stem. the following shows a paradigm of a regular arabic verb, ' to write '. in modern standard, the energetic mood, in either long or short form, which have the same meaning, is almost never used. derivation like other semitic languages, and unlike most other languages, arabic makes much more use of nonconcatenative morphology, applying many templates applied roots, to derive words than adding prefixes or suffixes to words. for verbs, a given root can occur in many different derived verb stems, of which there are about fifteen,, each with one or more characteristic meanings and each with its own templates for the past and non - past stems, active and passive participles, and verbal noun. these are referred to by western scholars as "" form i "", "" form ii "", and so on through "" form xv "","
doc00120_chunk035,doc00120,"own templates for the past and non - past stems, active and passive participles, and verbal noun. these are referred to by western scholars as "" form i "", "" form ii "", and so on through "" form xv "", although forms xi to xv are rare. these stems encode grammatical functions such as the causative, intensive and reflexive. stems sharing the same root consonants represent separate verbs, albeit often semantically related, and each is the basis for its own conjugational paradigm. as a result, these derived stems are part of the system of derivational morphology, not part of the inflectional system. examples of the different verbs formed from the root ' write ' ( using ' red ' for form ix, which is limited to colors and physical defects ) : form ii is sometimes used to create transitive denominative verbs ( verbs built from nouns ) ; form v is the equivalent used for intransitive denominatives. the associated participles and verbal nouns of a verb are the primary means of forming new lexical nouns in arabic. this is similar to the process by which, for example, the english gerund "" meeting "" ( similar to a verbal noun ) has turned into a noun referring to a particular type of social, often work - related event where people gather together to have a "" discussion "" ( another lexicalized verbal noun ). another fairly common means of forming nouns is through one of a limited number of patterns that can be applied directly to roots, such as the "" nouns of location "" in ma - ( e. g. ' desk, office ' < ' write ', ' kitchen ' < ' cook ' ). the only three genuine suffixes are as follows : the feminine suffix - ah ; variously derives terms for women from related terms for men, or more generally terms along the same lines as the corresponding masculine, e. g. ' library ' ( also a writing - related place, but different from, as above ). the nisbah suffix - iyy -. this suffix is extremely productive, and forms adjectives meaning "" related to x "". it corresponds to english adjectives in - ic, - al, - an, - y, - ist, etc. the feminine nisbah suffix - iyyah. this is formed by adding the feminine suffix - ah onto nisba adjectives to form abstract nouns. for example, from the basic root ' share ' can be derived the form viii verb '"
doc00120_chunk036,doc00120,"the feminine nisbah suffix - iyyah. this is formed by adding the feminine suffix - ah onto nisba adjectives to form abstract nouns. for example, from the basic root ' share ' can be derived the form viii verb ' to cooperate, participate ', and in turn its verbal noun ' cooperation, participation ' can be formed. this in turn can be made into a nisbah adjective ' socialist ', from which an abstract noun ' socialism ' can be derived. other recent formations are ' republic ' ( lit. "" public - ness "", < ' multitude, general public ' ), and the gaddafi - specific variation ' people ' s republic ' ( lit. "" masses - ness "", < ' the masses ', pl. of, as above ). colloquial varieties the spoken dialects have lost the case distinctions and make only limited use of the dual ( it occurs only on nouns and its use is no longer required in all circumstances ). they have lost the mood distinctions other than imperative, but many have since gained new moods through the use of prefixes ( most often / bi - / for indicative vs. unmarked subjunctive ). they have also mostly lost the indefinite "" nunation "" and the internal passive. the following is an example of a regular verb paradigm in egyptian arabic. writing system the arabic alphabet derives from the aramaic through nabatean, to which it bears a loose resemblance like that of coptic or cyrillic scripts to greek script. traditionally, there were several differences between the western ( north african ) and middle eastern versions of the alphabet — in particular, the faʼ had a dot underneath and qaf a single dot above in the maghreb, and the order of the letters was slightly different ( at least when they were used as numerals ). however, the old maghrebi variant has been abandoned except for calligraphic purposes in the maghreb itself, and remains in use mainly in the quranic schools ( zaouias ) of west africa. arabic, like all other semitic languages ( except for the latin - written maltese, and the languages with the ge ' ez script ), is written from right to left. there are several styles of scripts such as thuluth, muhaqqaq, tawqi, rayhan, and notably naskh, which is used in print and by computers, and ruqʻah, which is commonly used for correspondence. originally arabic was made up of only rasm without diacritical marks later dia"
doc00120_chunk037,doc00120,"tawqi, rayhan, and notably naskh, which is used in print and by computers, and ruqʻah, which is commonly used for correspondence. originally arabic was made up of only rasm without diacritical marks later diacritical points ( which in arabic are referred to as nuqat ) were added ( which allowed readers to distinguish between letters such as b, t, th, n and y ). finally signs known as tashkil were used for short vowels known as harakat and other uses such as final postnasalized or long vowels. calligraphy after khalil ibn ahmad al farahidi finally fixed the arabic script around 786, many styles were developed, both for the writing down of the quran and other books, and for inscriptions on monuments as decoration. arabic calligraphy has not fallen out of use as calligraphy has in the western world, and is still considered by arabs as a major art form ; calligraphers are held in great esteem. being cursive by nature, unlike the latin script, arabic script is used to write down a verse of the quran, a hadith, or a proverb. the composition is often abstract, but sometimes the writing is shaped into an actual form such as that of an animal. one of the current masters of the genre is hassan massoudy. in modern times the intrinsically calligraphic nature of the written arabic form is haunted by the thought that a typographic approach to the language, necessary for digitized unification, will not always accurately maintain meanings conveyed through calligraphy. romanization there are a number of different standards for the romanization of arabic, i. e. methods of accurately and efficiently representing arabic with the latin script. there are various conflicting motivations involved, which leads to multiple systems. some are interested in transliteration, i. e. representing the spelling of arabic, while others focus on transcription, i. e. representing the pronunciation of arabic. ( they differ in that, for example, the same letter is used to represent both a consonant, as in "" you "" or "" yet "", and a vowel, as in "" me "" or "" eat "". ) some systems, e. g. for scholarly use, are intended to accurately and unambiguously represent the phonemes of arabic, generally making the phonetics more explicit than the original word in the arabic script. these systems are heavily reliant on diacritical marks such as "" s "" for the sound equivalently"
doc00120_chunk038,doc00120,"and unambiguously represent the phonemes of arabic, generally making the phonetics more explicit than the original word in the arabic script. these systems are heavily reliant on diacritical marks such as "" s "" for the sound equivalently written sh in english. other systems ( e. g. the baha ' i orthography ) are intended to help readers who are neither arabic speakers nor linguists with intuitive pronunciation of arabic names and phrases. these less "" scientific "" systems tend to avoid diacritics and use digraphs ( like sh and kh ). these are usually simpler to read, but sacrifice the definiteness of the scientific systems, and may lead to ambiguities, e. g. whether to interpret sh as a single sound, as in gash, or a combination of two sounds, as in gashouse. the ala - lc romanization solves this problem by separating the two sounds with a prime symbol ( ′ ) ; e. g., as ′ hal ' easier '. during the last few decades and especially since the 1990s, western - invented text communication technologies have become prevalent in the arab world, such as personal computers, the world wide web, email, bulletin board systems, irc, instant messaging and mobile phone text messaging. most of these technologies originally had the ability to communicate using the latin script only, and some of them still do not have the arabic script as an optional feature. as a result, arabic speaking users communicated in these technologies by transliterating the arabic text using the latin script, sometimes known as im arabic. to handle those arabic letters that cannot be accurately represented using the latin script, numerals and other characters were appropriated. for example, the numeral "" 3 "" may be used to represent the arabic letter. there is no universal name for this type of transliteration, but some have named it arabic chat alphabet. other systems of transliteration exist, such as using dots or capitalization to represent the "" emphatic "" counterparts of certain consonants. for instance, using capitalization, the letter, may be represented by d. its emphatic counterpart,, may be written as d. numerals in most of present - day north africa, the western arabic numerals ( 0, 1, 2, 3, 4, 5, 6, 7, 8, 9 ) are used. however, in egypt and arabic - speaking countries to the east of it, the eastern arabic numerals ( – – – – – – –"
doc00120_chunk039,doc00120,"1, 2, 3, 4, 5, 6, 7, 8, 9 ) are used. however, in egypt and arabic - speaking countries to the east of it, the eastern arabic numerals ( – – – – – – – – – ) are in use. when representing a number in arabic, the lowest - valued position is placed on the right, so the order of positions is the same as in left - to - right scripts. sequences of digits such as telephone numbers are read from left to right, but numbers are spoken in the traditional arabic fashion, with units and tens reversed from the modern english usage. for example, 24 is said "" four and twenty "" just like in the german language ( vierundzwanzig ) and classical hebrew, and 1975 is said "" a thousand and nine - hundred and five and seventy "" or, more eloquently, "" a thousand and nine - hundred five seventy "". arabic alphabet and nationalism there have been many instances of national movements to convert arabic script into latin script or to romanize the language. currently, the only arabic variety to use latin script is maltese. lebanon the beirut newspaper la syrie pushed for the change from arabic script to latin letters in 1922. the major head of this movement was louis massignon, a french orientalist, who brought his concern before the arabic language academy in damascus in 1928. massignon ' s attempt at romanization failed as the academy and population viewed the proposal as an attempt from the western world to take over their country. sa ' id afghani, a member of the academy, mentioned that the movement to romanize the script was a zionist plan to dominate lebanon. said akl created a latin - based alphabet for lebanese and used it in a newspaper he founded, lebnaan, as well as in some books he wrote. egypt after the period of colonialism in egypt, egyptians were looking for a way to reclaim and re - emphasize egyptian culture. as a result, some egyptians pushed for an egyptianization of the arabic language in which the formal arabic and the colloquial arabic would be combined into one language and the latin alphabet would be used. there was also the idea of finding a way to use hieroglyphics instead of the latin alphabet, but this was seen as too complicated to use. a scholar, salama musa agreed with the idea of applying a latin alphabet to arabic, as he believed that would allow egypt to have a closer relationship with the west. he also believed that latin script was"
doc00120_chunk040,doc00120,"this was seen as too complicated to use. a scholar, salama musa agreed with the idea of applying a latin alphabet to arabic, as he believed that would allow egypt to have a closer relationship with the west. he also believed that latin script was key to the success of egypt as it would allow for more advances in science and technology. this change in alphabet, he believed, would solve the problems inherent with arabic, such as a lack of written vowels and difficulties writing foreign words that made it difficult for non - native speakers to learn. ahmad lutfi as sayid and muhammad azmi, two egyptian intellectuals, agreed with musa and supported the push for romanization. the idea that romanization was necessary for modernization and growth in egypt continued with abd al - aziz fahmi in 1944. he was the chairman for the writing and grammar committee for the arabic language academy of cairo. this effort failed as the egyptian people felt a strong cultural tie to the arabic alphabet. in particular, the older egyptian generations believed that the arabic alphabet had strong connections to arab values and history, due to the long history of the arabic alphabet ( shrivtiel, 189 ) in muslim societies. see also arabic ontology arabic diglossia arabic language influence on the spanish language arabic language international council arabic literature arabic – english lexicon arabist a dictionary of modern written arabic glossary of islam international association of arabic dialectology list of arab newspapers list of arabic - language television channels list of arabic given names list of arabophones list of countries where arabic is an official language list of french words of arabic origin replacement of loanwords in turkish notes references citations sources suileman, yasir. arabic, self and identity : a study in conflict and displacement. oxford university press, 2011.. external links languages attested from the 9th century bc articles containing video clips central semitic languages fusional languages languages of algeria languages of bahrain languages of cameroon languages of chad languages of the comoros languages of djibouti languages of eritrea languages of gibraltar languages of israel languages of iran languages of iraq languages of jordan languages of kurdistan languages of kuwait languages of lebanon languages of libya languages of mali languages of mauritania languages of morocco languages of niger languages of oman languages of the state of palestine languages of qatar languages of saudi arabia languages of senegal languages of south sudan languages of sicily languages of somalia languages of sudan languages of syria languages of the united arab emirates languages of tunisia languages of yemen languages with own distinct writing systems lingua francas stress - timed languages subject – verb – object languages verb – subject –"
doc00120_chunk041,doc00120,south sudan languages of sicily languages of somalia languages of sudan languages of syria languages of the united arab emirates languages of tunisia languages of yemen languages with own distinct writing systems lingua francas stress - timed languages subject – verb – object languages verb – subject – object languages
doc00121_chunk000,doc00121,"sir alfred joseph hitchcock ( 13 august 1899 – 29 april 1980 ) was an english film director, screenwriter, producer and editor. he is widely regarded as one of the most influential figures in the history of cinema. in a career spanning six decades, he directed over 50 feature films, many of which are still widely watched and studied today. known as the "" master of suspense "", he became as well known as any of his actors thanks to his many interviews, his cameo roles in most of his films, and his hosting and producing the television anthology alfred hitchcock presents ( 1955 – 65 ). his films garnered 46 academy award nominations, including six wins, although he never won the award for best director, despite five nominations. hitchcock initially trained as a technical clerk and copywriter before entering the film industry in 1919 as a title card designer. his directorial debut was the british - german silent film the pleasure garden ( 1925 ). his first successful film, the lodger : a story of the london fog ( 1927 ), helped to shape the thriller genre, and blackmail ( 1929 ) was the first british "" talkie "". his thrillers the 39 steps ( 1935 ) and the lady vanishes ( 1938 ) are ranked among the greatest british films of the 20th century. by 1939, he had international recognition and producer david o. selznick persuaded him to move to hollywood. a string of successful films followed, including rebecca ( 1940 ), foreign correspondent ( 1940 ), suspicion ( 1941 ), shadow of a doubt ( 1943 ) and notorious ( 1946 ). rebecca won the academy award for best picture, with hitchcock nominated as best director. he also received oscar nominations for lifeboat ( 1944 ), spellbound ( 1945 ), rear window ( 1954 ) and psycho ( 1960 ). hitchcock ' s other notable films include rope ( 1948 ), strangers on a train ( 1951 ), dial m for murder ( 1954 ), to catch a thief ( 1955 ), the trouble with harry ( 1955 ), vertigo ( 1958 ), north by northwest ( 1959 ), the birds ( 1963 ) and marnie ( 1964 ), all of which were also financially successful and are highly regarded by film historians. hitchcock made multiple films with some of the biggest stars in hollywood, including four with cary grant, four with james stewart, three with ingrid bergman and three consecutively with grace kelly. hitchcock became an american citizen in 1955. in 2012, hitchcock ' s psychological thriller vertigo, starring stewart, displaced orson welles ' citizen kane ( 1941 ) as the british film institute ' s"
doc00121_chunk001,doc00121,", three with ingrid bergman and three consecutively with grace kelly. hitchcock became an american citizen in 1955. in 2012, hitchcock ' s psychological thriller vertigo, starring stewart, displaced orson welles ' citizen kane ( 1941 ) as the british film institute ' s greatest film ever made based on its world - wide poll of hundreds of film critics., nine of his films had been selected for preservation in the united states national film registry, including his personal favourite, shadow of a doubt ( 1943 ). he received the bafta fellowship in 1971, the afi life achievement award in 1979, and was knighted in december of that year, four months before his death on 29 april 1980. biography early life : 1899 – 1919 early childhood and education alfred joseph hitchcock was born on 13 august 1899 in the flat above his parents ' leased greengrocer ' s shop at 517 high road in leytonstone, which was then part of essex ( now on the outskirts of east london ). he was the son of emma jane ( nee whelan ; 1863 – 1942 ) and william edgar hitchcock ( 1862 – 1914 ), and had an older brother named william daniel ( 1890 – 1943 ) and an older sister named ellen kathleen ( 1892 – 1979 ) who used the nickname "" nellie "". his parents were both roman catholics with partial irish ancestry. his father was a greengrocer, as his grandfather had been. there was a large extended family, including uncle john hitchcock with his five - bedroom victorian house on campion road in putney, complete with a maid, cook, chauffeur, and gardener. every summer, his uncle rented a seaside house for the family in cliftonville. hitchcock said that he first became class - conscious there, noticing the differences between tourists and locals. describing himself as a well - behaved boy — his father called him his "" little lamb without a spot "" — hitchcock said he could not remember ever having had a playmate. one of his favourite stories for interviewers was about his father sending him to the local police station with a note when he was five ; the policeman looked at the note and locked him in a cell for a few minutes, saying, "" this is what we do to naughty boys. "" the experience left him with a lifelong phobia of law enforcement, and he told tom snyder in 1973 that he was "" scared stiff of anything... to do with the law "" and that he would refuse to even drive a car in case he got a parking ticket. when he was six, the family moved"
doc00121_chunk002,doc00121,"and he told tom snyder in 1973 that he was "" scared stiff of anything... to do with the law "" and that he would refuse to even drive a car in case he got a parking ticket. when he was six, the family moved to limehouse and leased two stores at 130 and 175 salmon lane, which they ran as a fish - and - chip shop and fishmongers ' respectively ; they lived above the former. hitchcock attended his first school, the howrah house convent in poplar, which he entered in 1907, at age 7. according to biographer patrick mcgilligan, he stayed at howrah house for at most two years. he also attended a convent school, the wode street school "" for the daughters of gentlemen and little boys "" run by the faithful companions of jesus. he then attended a primary school near his home and was for a short time a boarder at salesian college in battersea. the family moved again when hitchcock was eleven, this time to stepney, and on 5 october 1910 he was sent to st ignatius college in stamford hill, a jesuit grammar school with a reputation for discipline. as corporal punishment, the priests used a flat, hard, springy tool made of gutta - percha and known as a "" ferula "" which struck the whole palm ; punishment was always at the end of the day, so the boys had to sit through classes anticipating the punishment if they had been written up for it. he later said that this is where he developed his sense of fear. the school register lists his year of birth as 1900 rather than 1899 ; biographer donald spoto says he was deliberately enrolled as a ten - year - old because he was a year behind with his schooling. while biographer gene adair reports that hitchcock was "" an average, or slightly above - average, pupil "", hitchcock said that he was "" usually among the four or five at the top of the class "" ; at the end of his first year, his work in latin, english, french and religious education was noted. he told peter bogdanovich : "" the jesuits taught me organisation, control and, to some degree, analysis. "" hitchcock ' s favourite subject was geography and he became interested in maps and the timetables of trains, trams and buses ; according to john russell taylor, he could recite all the stops on the orient express. he had a particular interest in london trams. an overwhelming majority of his films include rail or tram scenes, in particular the lady vanishes, strangers on a train"
doc00121_chunk003,doc00121,"according to john russell taylor, he could recite all the stops on the orient express. he had a particular interest in london trams. an overwhelming majority of his films include rail or tram scenes, in particular the lady vanishes, strangers on a train and number seventeen. a clapperboard shows the number of the scene and the number of takes, and hitchcock would often take the two numbers on the clapperboard and whisper the london tram route names. for example, if the clapperboard showed "" scene 23 ; take 3 "", he would whisper "" woodford, hampstead "" woodford being the terminus of the route 23 tram, and hampstead the end of route 3. henley ' s hitchcock told his parents that he wanted to be an engineer, and on 25 july 1913, he left st ignatius and enrolled in night classes at the london county council school of engineering and navigation in poplar. in a book - length interview in 1962, he told francois truffaut that he had studied "" mechanics, electricity, acoustics, and navigation "". then, on 12 december 1914, his father, who had been suffering from emphysema and kidney disease, died at the age of 52. to support himself and his mother — his older siblings had left home by then — hitchcock took a job, for 15 shillings a week ( £ in ), as a technical clerk at the henley telegraph and cable company in blomfield street, near london wall. he continued night classes, this time in art history, painting, economics and political science. his older brother ran the family shops, while he and his mother continued to live in salmon lane. hitchcock was too young to enlist when the first world war started in july 1914, and when he reached the required age of 18 in 1917, he received a c3 classification ( "" free from serious organic disease, able to stand service conditions in garrisons at home... only suitable for sedentary work "" ). he joined a cadet regiment of the royal engineers and took part in theoretical briefings, weekend drills and exercises. john russell taylor wrote that, in one session of practical exercises in hyde park, hitchcock was required to wear puttees. he could never master wrapping them around his legs, and they repeatedly fell down around his ankles. after the war, hitchcock took an interest in creative writing. in june 1919, he became a founding editor and business manager of henley ' s in - house publication, the henley telegraph ( sixpence a copy ), to which he submitted several short"
doc00121_chunk004,doc00121,"after the war, hitchcock took an interest in creative writing. in june 1919, he became a founding editor and business manager of henley ' s in - house publication, the henley telegraph ( sixpence a copy ), to which he submitted several short stories. henley ' s promoted him to the advertising department, where he wrote copy and drew graphics for electric cable advertisements. he enjoyed the job and would stay late at the office to examine the proofs ; he told truffaut that this was his "" first step toward cinema "". he enjoyed watching films, especially american cinema, and from the age of 16 read the trade papers ; he watched charlie chaplin, d. w. griffith and buster keaton, and particularly liked fritz lang ' s der mude tod ( 1921 ). inter - war career : 1919 – 1939 famous players – lasky while still at henley ' s, he read in a trade paper that famous players – lasky, the production arm of paramount pictures, was opening a studio in london. they were planning to film the sorrows of satan by marie corelli, so he produced some drawings for the title cards and sent his work to the studio. they hired him, and in 1919 he began working for islington studios in poole street, hoxton, as a title - card designer. donald spoto wrote that most of the staff were americans with strict job specifications, but the english workers were encouraged to try their hand at anything, which meant that hitchcock gained experience as a co - writer, art director and production manager on at least 18 silent films. the times wrote in february 1922 about the studio ' s "" special art title department under the supervision of mr. a. j. hitchcock "". his work included number 13 ( 1922 ), also known as mrs. peabody ; it was cancelled because of financial problems - the few finished scenes are lost — and always tell your wife ( 1923 ), which he and seymour hicks finished together when hicks was about to give up on it. hicks wrote later about being helped by "" a fat youth who was in charge of the property room... [ n ] one other than alfred hitchcock "". gainsborough pictures and work in germany when paramount pulled out of london in 1922, hitchcock was hired as an assistant director by a new firm run in the same location by michael balcon, later known as gainsborough pictures. hitchcock worked on woman to woman ( 1923 ) with the director graham cutts, designing the set, writing the script and producing. he said : "" it was"
doc00121_chunk005,doc00121,"firm run in the same location by michael balcon, later known as gainsborough pictures. hitchcock worked on woman to woman ( 1923 ) with the director graham cutts, designing the set, writing the script and producing. he said : "" it was the first film that i had really got my hands onto. "" the editor and "" script girl "" on woman to woman was alma reville, his future wife. he also worked as an assistant to cutts on the white shadow ( 1924 ), the passionate adventure ( 1924 ), the blackguard ( 1925 ) and the prude ' s fall ( 1925 ). the blackguard was produced at the babelsberg studios in potsdam, where hitchcock watched part of the making of f. w. murnau ' s the last laugh ( 1924 ). he was impressed with murnau ' s work, and later used many of his techniques for the set design in his own productions. in the summer of 1925, balcon asked hitchcock to direct the pleasure garden ( 1925 ), starring virginia valli, a co - production of gainsborough and the german firm emelka at the geiselgasteig studio near munich. reville, by then hitchcock ' s fiancee, was assistant director - editor. although the film was a commercial flop, balcon liked hitchcock ' s work ; a daily express headline called him the "" young man with a master mind "". production of the pleasure garden encountered obstacles which hitchcock would later learn from : on arrival to brenner pass, he failed to declare his film stock to customs and it was confiscated ; one actress could not enter the water for a scene because she was on her period ; budget overruns meant that he had to borrow money from the actors. hitchcock also needed a translator to give instructions to the cast and crew. in germany, hitchcock observed the nuances of german cinema and filmmaking which had a big influence on him. when he was not working, he would visit berlin ' s art galleries, concerts and museums. he would also meet with actors, writers and producers to build connections. balcon asked him to direct a second film in munich, the mountain eagle ( 1926 ), based on an original story titled fear o ' god. the film is lost, and hitchcock called it "" a very bad movie "". a year later, hitchcock wrote and directed the ring ; although the screenplay was credited solely to his name, elliot stannard assisted him with the writing. the ring garnered positive reviews ; the bioscope critic called it "" the most"
doc00121_chunk006,doc00121,"very bad movie "". a year later, hitchcock wrote and directed the ring ; although the screenplay was credited solely to his name, elliot stannard assisted him with the writing. the ring garnered positive reviews ; the bioscope critic called it "" the most magnificent british film ever made "". when he returned to england, hitchcock was one of the early members of the london film society, newly formed in 1925. through the society, he became fascinated by the work by soviet filmmakers : dziga vertov, lev kuleshov, sergei eisenstein and vsevolod pudovkin. he would also socialise with fellow english filmmakers ivor montagu, adrian brunel and walter mycroft. hitchcock established himself as a name director with his first thriller, the lodger : a story of the london fog ( 1927 ). the film concerns the hunt for a jack the ripper - style serial killer who, wearing a black cloak and carrying a black bag, is murdering young blonde women in london, and only on tuesdays. a landlady suspects that her lodger is the killer, but he turns out to be innocent. hitchcock had wanted the leading man to be guilty, or for the film at least to end ambiguously, but the star was ivor novello, a matinee idol, and the "" star system "" meant that novello could not be the villain. hitchcock told truffaut : "" you have to clearly spell it out in big letters : ' he is innocent. ' "" ( he had the same problem years later with cary grant in suspicion ( 1941 ). ) released in january 1927, the lodger was a commercial and critical success in the uk. upon its release, the trade journal bioscope wrote : "" it is possible that this film is the finest british production ever made "". hitchcock told truffaut that the film was the first of his to be influenced by german expressionism : "" in truth, you might almost say that the lodger was my first picture. "" he made his first cameo appearance in the film, sitting in a newsroom. marriage on 2 december 1926, hitchcock married the english screenwriter alma reville at the brompton oratory in south kensington. the couple honeymooned in paris, lake como and st. moritz, before returning to london to live in a leased flat on the top two floors of 153 cromwell road, kensington. reville, who was born just hours after hitchcock, converted from protestantism to catholicism, apparently at the insistence of"
