audio_id,filepath,embedding_row,status
libri100_01453,./data/audio_clean/libri100_01453.wav,74,ok
libri360_01241,./data/audio_clean/libri360_01241.wav,75,ok
libri360_01446,./data/audio_clean/libri360_01446.wav,76,ok
libri360_01765,./data/audio_clean/libri360_01765.wav,77,ok
libri360_00768,./data/audio_clean/libri360_00768.wav,78,ok
libri100_01199,./data/audio_clean/libri100_01199.wav,79,ok
libri100_01617,./data/audio_clean/libri100_01617.wav,80,ok
libri100_00238,./data/audio_clean/libri100_00238.wav,81,ok
libri100_02436,./data/audio_clean/libri100_02436.wav,82,ok
libri360_01846,./data/audio_clean/libri360_01846.wav,83,ok
libri360_00121,./data/audio_clean/libri360_00121.wav,84,ok
libri100_01603,./data/audio_clean/libri100_01603.wav,85,ok
libri100_02905,./data/audio_clean/libri100_02905.wav,86,ok
libri100_02106,./data/audio_clean/libri100_02106.wav,87,ok
libri360_01770,./data/audio_clean/libri360_01770.wav,88,ok
libri100_00824,./data/audio_clean/libri100_00824.wav,89,ok
libri100_01243,./data/audio_clean/libri100_01243.wav,90,ok
libri100_00857,./data/audio_clean/libri100_00857.wav,91,ok
libri100_02829,./data/audio_clean/libri100_02829.wav,92,ok
libri100_00793,./data/audio_clean/libri100_00793.wav,93,ok
libri100_01091,./data/audio_clean/libri100_01091.wav,94,ok
libri100_02505,./data/audio_clean/libri100_02505.wav,95,ok
libri100_02801,./data/audio_clean/libri100_02801.wav,96,ok
libri100_01122,./data/audio_clean/libri100_01122.wav,97,ok
libri100_01999,./data/audio_clean/libri100_01999.wav,98,ok
libri100_02075,./data/audio_clean/libri100_02075.wav,99,ok
libri100_01134,./data/audio_clean/libri100_01134.wav,100,ok
libri360_01059,./data/audio_clean/libri360_01059.wav,101,ok
libri100_02974,./data/audio_clean/libri100_02974.wav,102,ok
libri360_00807,./data/audio_clean/libri360_00807.wav,103,ok
libri100_00331,./data/audio_clean/libri100_00331.wav,104,ok
libri100_02138,./data/audio_clean/libri100_02138.wav,105,ok
libri100_00551,./data/audio_clean/libri100_00551.wav,106,ok
libri360_01258,./data/audio_clean/libri360_01258.wav,107,ok
libri360_00585,./data/audio_clean/libri360_00585.wav,108,ok
libri360_01884,./data/audio_clean/libri360_01884.wav,109,ok
libri360_01606,./data/audio_clean/libri360_01606.wav,110,ok
libri100_00294,./data/audio_clean/libri100_00294.wav,111,ok
libri100_02233,./data/audio_clean/libri100_02233.wav,112,ok
libri100_02475,./data/audio_clean/libri100_02475.wav,113,ok
libri100_02856,./data/audio_clean/libri100_02856.wav,114,ok
libri100_01147,./data/audio_clean/libri100_01147.wav,115,ok
libri100_02994,./data/audio_clean/libri100_02994.wav,116,ok
libri100_02900,./data/audio_clean/libri100_02900.wav,117,ok
libri100_01452,./data/audio_clean/libri100_01452.wav,118,ok
libri360_01132,./data/audio_clean/libri360_01132.wav,119,ok
libri360_00942,./data/audio_clean/libri360_00942.wav,120,ok
libri360_00609,./data/audio_clean/libri360_00609.wav,121,ok
libri100_01658,./data/audio_clean/libri100_01658.wav,122,ok
libri100_00088,./data/audio_clean/libri100_00088.wav,123,ok
libri100_02165,./data/audio_clean/libri100_02165.wav,124,ok
libri360_00920,./data/audio_clean/libri360_00920.wav,125,ok
libri100_01349,./data/audio_clean/libri100_01349.wav,126,ok
libri100_00872,./data/audio_clean/libri100_00872.wav,127,ok
libri100_00914,./data/audio_clean/libri100_00914.wav,128,ok
libri360_01563,./data/audio_clean/libri360_01563.wav,129,ok
libri100_00773,./data/audio_clean/libri100_00773.wav,130,ok
libri100_01058,./data/audio_clean/libri100_01058.wav,131,ok
libri100_01971,./data/audio_clean/libri100_01971.wav,132,ok
libri360_00213,./data/audio_clean/libri360_00213.wav,133,ok
libri100_01025,./data/audio_clean/libri100_01025.wav,134,ok
libri100_01491,./data/audio_clean/libri100_01491.wav,135,ok
libri100_02272,./data/audio_clean/libri100_02272.wav,136,ok
libri360_01963,./data/audio_clean/libri360_01963.wav,137,ok
libri100_01012,./data/audio_clean/libri100_01012.wav,138,ok
libri360_00677,./data/audio_clean/libri360_00677.wav,139,ok
libri100_02094,./data/audio_clean/libri100_02094.wav,140,ok
libri360_00042,./data/audio_clean/libri360_00042.wav,141,ok
libri100_02638,./data/audio_clean/libri100_02638.wav,142,ok
libri100_00891,./data/audio_clean/libri100_00891.wav,143,ok
libri360_01855,./data/audio_clean/libri360_01855.wav,144,ok
libri100_00854,./data/audio_clean/libri100_00854.wav,145,ok
libri100_00180,./data/audio_clean/libri100_00180.wav,146,ok
libri360_01395,./data/audio_clean/libri360_01395.wav,147,ok
libri100_01405,./data/audio_clean/libri100_01405.wav,148,ok
libri100_01873,./data/audio_clean/libri100_01873.wav,149,ok
libri100_02464,./data/audio_clean/libri100_02464.wav,150,ok
libri100_01966,./data/audio_clean/libri100_01966.wav,151,ok
libri100_02944,./data/audio_clean/libri100_02944.wav,152,ok
libri100_01400,./data/audio_clean/libri100_01400.wav,153,ok
libri100_00393,./data/audio_clean/libri100_00393.wav,154,ok
libri100_01079,./data/audio_clean/libri100_01079.wav,155,ok
libri100_01335,./data/audio_clean/libri100_01335.wav,156,ok
libri100_02262,./data/audio_clean/libri100_02262.wav,157,ok
libri100_01501,./data/audio_clean/libri100_01501.wav,158,ok
libri360_00547,./data/audio_clean/libri360_00547.wav,159,ok
libri100_02425,./data/audio_clean/libri100_02425.wav,160,ok
libri100_01532,./data/audio_clean/libri100_01532.wav,161,ok
libri100_02741,./data/audio_clean/libri100_02741.wav,162,ok
libri100_02093,./data/audio_clean/libri100_02093.wav,163,ok
libri360_00301,./data/audio_clean/libri360_00301.wav,164,ok
libri100_01161,./data/audio_clean/libri100_01161.wav,165,ok
libri100_00700,./data/audio_clean/libri100_00700.wav,166,ok
libri100_00256,./data/audio_clean/libri100_00256.wav,167,ok
libri360_00661,./data/audio_clean/libri360_00661.wav,168,ok
libri100_00432,./data/audio_clean/libri100_00432.wav,169,ok
libri100_02517,./data/audio_clean/libri100_02517.wav,170,ok
libri360_01124,./data/audio_clean/libri360_01124.wav,171,ok
libri100_00672,./data/audio_clean/libri100_00672.wav,172,ok
libri100_02797,./data/audio_clean/libri100_02797.wav,173,ok
libri100_02895,./data/audio_clean/libri100_02895.wav,174,ok
libri100_00711,./data/audio_clean/libri100_00711.wav,175,ok
libri360_01528,./data/audio_clean/libri360_01528.wav,176,ok
libri360_00098,./data/audio_clean/libri360_00098.wav,177,ok
libri100_01077,./data/audio_clean/libri100_01077.wav,178,ok
libri360_00798,./data/audio_clean/libri360_00798.wav,179,ok
libri360_00259,./data/audio_clean/libri360_00259.wav,180,ok
libri100_00692,./data/audio_clean/libri100_00692.wav,181,ok
libri100_01661,./data/audio_clean/libri100_01661.wav,182,ok
libri360_00607,./data/audio_clean/libri360_00607.wav,183,ok
libri360_01190,./data/audio_clean/libri360_01190.wav,184,ok
libri360_01118,./data/audio_clean/libri360_01118.wav,185,ok
libri100_00489,./data/audio_clean/libri100_00489.wav,186,ok
libri360_01267,./data/audio_clean/libri360_01267.wav,187,ok
libri360_00288,./data/audio_clean/libri360_00288.wav,188,ok
libri100_01683,./data/audio_clean/libri100_01683.wav,189,ok
libri360_00884,./data/audio_clean/libri360_00884.wav,190,ok
libri360_01358,./data/audio_clean/libri360_01358.wav,191,ok
libri100_01554,./data/audio_clean/libri100_01554.wav,192,ok
libri360_01178,./data/audio_clean/libri360_01178.wav,193,ok
libri100_02054,./data/audio_clean/libri100_02054.wav,194,ok
libri360_00672,./data/audio_clean/libri360_00672.wav,195,ok
libri100_00362,./data/audio_clean/libri100_00362.wav,196,ok
libri360_01781,./data/audio_clean/libri360_01781.wav,197,ok
libri360_00973,./data/audio_clean/libri360_00973.wav,198,ok
libri100_00401,./data/audio_clean/libri100_00401.wav,199,ok
libri360_00971,./data/audio_clean/libri360_00971.wav,200,ok
libri100_00163,./data/audio_clean/libri100_00163.wav,201,ok
libri360_01405,./data/audio_clean/libri360_01405.wav,202,ok
libri100_01017,./data/audio_clean/libri100_01017.wav,203,ok
libri100_00202,./data/audio_clean/libri100_00202.wav,204,ok
libri360_00169,./data/audio_clean/libri360_00169.wav,205,ok
libri100_00000,./data/audio_clean/libri100_00000.wav,206,ok
libri100_02934,./data/audio_clean/libri100_02934.wav,207,ok
libri100_02920,./data/audio_clean/libri100_02920.wav,208,ok
libri360_01754,./data/audio_clean/libri360_01754.wav,209,ok
libri360_00826,./data/audio_clean/libri360_00826.wav,210,ok
libri100_02708,./data/audio_clean/libri100_02708.wav,211,ok
libri360_00388,./data/audio_clean/libri360_00388.wav,212,ok
libri100_01229,./data/audio_clean/libri100_01229.wav,213,ok
libri360_00829,./data/audio_clean/libri360_00829.wav,214,ok
libri360_00017,./data/audio_clean/libri360_00017.wav,215,ok
libri360_01427,./data/audio_clean/libri360_01427.wav,216,ok
libri100_02043,./data/audio_clean/libri100_02043.wav,217,ok
libri100_00917,./data/audio_clean/libri100_00917.wav,218,ok
libri100_00593,./data/audio_clean/libri100_00593.wav,219,ok
libri360_00168,./data/audio_clean/libri360_00168.wav,220,ok
libri360_01950,./data/audio_clean/libri360_01950.wav,221,ok
libri100_00022,./data/audio_clean/libri100_00022.wav,222,ok
libri100_01499,./data/audio_clean/libri100_01499.wav,223,ok
libri100_00146,./data/audio_clean/libri100_00146.wav,224,ok
libri100_00296,./data/audio_clean/libri100_00296.wav,225,ok
libri100_01534,./data/audio_clean/libri100_01534.wav,226,ok
libri100_00117,./data/audio_clean/libri100_00117.wav,227,ok
libri360_00036,./data/audio_clean/libri360_00036.wav,228,ok
libri100_00589,./data/audio_clean/libri100_00589.wav,229,ok
libri360_01918,./data/audio_clean/libri360_01918.wav,230,ok
libri100_00348,./data/audio_clean/libri100_00348.wav,231,ok
libri100_01075,./data/audio_clean/libri100_01075.wav,232,ok
libri100_01290,./data/audio_clean/libri100_01290.wav,233,ok
libri100_01106,./data/audio_clean/libri100_01106.wav,234,ok
libri360_01815,./data/audio_clean/libri360_01815.wav,235,ok
libri100_00251,./data/audio_clean/libri100_00251.wav,236,ok
libri360_01293,./data/audio_clean/libri360_01293.wav,237,ok
libri100_00071,./data/audio_clean/libri100_00071.wav,238,ok
libri360_01150,./data/audio_clean/libri360_01150.wav,239,ok
libri100_00061,./data/audio_clean/libri100_00061.wav,240,ok
libri360_00557,./data/audio_clean/libri360_00557.wav,241,ok
libri360_00502,./data/audio_clean/libri360_00502.wav,242,ok
libri360_01673,./data/audio_clean/libri360_01673.wav,243,ok
libri100_00769,./data/audio_clean/libri100_00769.wav,244,ok
libri100_00042,./data/audio_clean/libri100_00042.wav,245,ok
libri100_02872,./data/audio_clean/libri100_02872.wav,246,ok
libri360_00483,./data/audio_clean/libri360_00483.wav,247,ok
libri100_00874,./data/audio_clean/libri100_00874.wav,248,ok
libri100_00337,./data/audio_clean/libri100_00337.wav,249,ok
libri360_01981,./data/audio_clean/libri360_01981.wav,250,ok
libri360_01997,./data/audio_clean/libri360_01997.wav,251,ok
libri100_01198,./data/audio_clean/libri100_01198.wav,252,ok
libri360_00775,./data/audio_clean/libri360_00775.wav,253,ok
libri100_02893,./data/audio_clean/libri100_02893.wav,254,ok
libri100_01487,./data/audio_clean/libri100_01487.wav,255,ok
libri100_02159,./data/audio_clean/libri100_02159.wav,256,ok
libri360_01394,./data/audio_clean/libri360_01394.wav,257,ok
libri360_01263,./data/audio_clean/libri360_01263.wav,258,ok
libri100_02727,./data/audio_clean/libri100_02727.wav,259,ok
libri100_01419,./data/audio_clean/libri100_01419.wav,260,ok
libri100_01856,./data/audio_clean/libri100_01856.wav,261,ok
libri100_00221,./data/audio_clean/libri100_00221.wav,262,ok
libri360_01388,./data/audio_clean/libri360_01388.wav,263,ok
libri100_02715,./data/audio_clean/libri100_02715.wav,264,ok
libri100_00417,./data/audio_clean/libri100_00417.wav,265,ok
libri100_01318,./data/audio_clean/libri100_01318.wav,266,ok
libri360_01580,./data/audio_clean/libri360_01580.wav,267,ok
libri100_00133,./data/audio_clean/libri100_00133.wav,268,ok
libri100_00032,./data/audio_clean/libri100_00032.wav,269,ok
libri360_00513,./data/audio_clean/libri360_00513.wav,270,ok
libri100_00225,./data/audio_clean/libri100_00225.wav,271,ok
libri100_01729,./data/audio_clean/libri100_01729.wav,272,ok
libri100_02114,./data/audio_clean/libri100_02114.wav,273,ok
libri100_02945,./data/audio_clean/libri100_02945.wav,274,ok
libri360_01483,./data/audio_clean/libri360_01483.wav,275,ok
libri100_02854,./data/audio_clean/libri100_02854.wav,276,ok
libri100_02331,./data/audio_clean/libri100_02331.wav,277,ok
libri100_01353,./data/audio_clean/libri100_01353.wav,278,ok
libri100_01200,./data/audio_clean/libri100_01200.wav,279,ok
libri100_01570,./data/audio_clean/libri100_01570.wav,280,ok
libri100_01239,./data/audio_clean/libri100_01239.wav,281,ok
libri100_02822,./data/audio_clean/libri100_02822.wav,282,ok
libri360_01603,./data/audio_clean/libri360_01603.wav,283,ok
libri360_01652,./data/audio_clean/libri360_01652.wav,284,ok
libri360_00004,./data/audio_clean/libri360_00004.wav,285,ok
libri100_00030,./data/audio_clean/libri100_00030.wav,286,ok
libri100_01156,./data/audio_clean/libri100_01156.wav,287,ok
libri100_02806,./data/audio_clean/libri100_02806.wav,288,ok
libri360_00647,./data/audio_clean/libri360_00647.wav,289,ok
libri360_01462,./data/audio_clean/libri360_01462.wav,290,ok
libri360_00996,./data/audio_clean/libri360_00996.wav,291,ok
libri100_02294,./data/audio_clean/libri100_02294.wav,292,ok
libri100_01041,./data/audio_clean/libri100_01041.wav,293,ok
libri100_02728,./data/audio_clean/libri100_02728.wav,294,ok
libri100_00831,./data/audio_clean/libri100_00831.wav,295,ok
libri100_01846,./data/audio_clean/libri100_01846.wav,296,ok
libri360_00508,./data/audio_clean/libri360_00508.wav,297,ok
libri100_02347,./data/audio_clean/libri100_02347.wav,298,ok
libri100_00427,./data/audio_clean/libri100_00427.wav,299,ok
libri360_01975,./data/audio_clean/libri360_01975.wav,300,ok
libri100_00047,./data/audio_clean/libri100_00047.wav,301,ok
libri360_01378,./data/audio_clean/libri360_01378.wav,302,ok
libri360_00448,./data/audio_clean/libri360_00448.wav,303,ok
libri100_02018,./data/audio_clean/libri100_02018.wav,304,ok
libri360_00735,./data/audio_clean/libri360_00735.wav,305,ok
libri100_02743,./data/audio_clean/libri100_02743.wav,306,ok
libri360_00596,./data/audio_clean/libri360_00596.wav,307,ok
libri100_01139,./data/audio_clean/libri100_01139.wav,308,ok
libri100_01594,./data/audio_clean/libri100_01594.wav,309,ok
libri360_01006,./data/audio_clean/libri360_01006.wav,310,ok
libri100_00388,./data/audio_clean/libri100_00388.wav,311,ok
libri360_00117,./data/audio_clean/libri360_00117.wav,312,ok
libri100_01795,./data/audio_clean/libri100_01795.wav,313,ok
libri100_01039,./data/audio_clean/libri100_01039.wav,314,ok
libri100_00838,./data/audio_clean/libri100_00838.wav,315,ok
libri100_02376,./data/audio_clean/libri100_02376.wav,316,ok
libri360_00182,./data/audio_clean/libri360_00182.wav,317,ok
libri100_02565,./data/audio_clean/libri100_02565.wav,318,ok
libri360_00558,./data/audio_clean/libri360_00558.wav,319,ok
libri100_01329,./data/audio_clean/libri100_01329.wav,320,ok
libri100_01398,./data/audio_clean/libri100_01398.wav,321,ok
libri360_00144,./data/audio_clean/libri360_00144.wav,322,ok
libri360_01186,./data/audio_clean/libri360_01186.wav,323,ok
libri360_00956,./data/audio_clean/libri360_00956.wav,324,ok
libri100_00543,./data/audio_clean/libri100_00543.wav,325,ok
libri360_01018,./data/audio_clean/libri360_01018.wav,326,ok
libri360_00450,./data/audio_clean/libri360_00450.wav,327,ok
libri360_00859,./data/audio_clean/libri360_00859.wav,328,ok
libri360_00154,./data/audio_clean/libri360_00154.wav,329,ok
libri100_02273,./data/audio_clean/libri100_02273.wav,330,ok
libri100_01466,./data/audio_clean/libri100_01466.wav,331,ok
libri100_00293,./data/audio_clean/libri100_00293.wav,332,ok
libri100_00056,./data/audio_clean/libri100_00056.wav,333,ok
libri360_01474,./data/audio_clean/libri360_01474.wav,334,ok
libri360_00055,./data/audio_clean/libri360_00055.wav,335,ok
libri100_01622,./data/audio_clean/libri100_01622.wav,336,ok
libri100_02214,./data/audio_clean/libri100_02214.wav,337,ok
libri360_01149,./data/audio_clean/libri360_01149.wav,338,ok
libri360_01599,./data/audio_clean/libri360_01599.wav,339,ok
libri100_02514,./data/audio_clean/libri100_02514.wav,340,ok
libri100_01697,./data/audio_clean/libri100_01697.wav,341,ok
libri360_01924,./data/audio_clean/libri360_01924.wav,342,ok
libri360_01928,./data/audio_clean/libri360_01928.wav,343,ok
libri100_01730,./data/audio_clean/libri100_01730.wav,344,ok
libri100_00722,./data/audio_clean/libri100_00722.wav,345,ok
libri100_01946,./data/audio_clean/libri100_01946.wav,346,ok
libri100_01166,./data/audio_clean/libri100_01166.wav,347,ok
libri100_00715,./data/audio_clean/libri100_00715.wav,348,ok
libri100_02971,./data/audio_clean/libri100_02971.wav,349,ok
libri100_02734,./data/audio_clean/libri100_02734.wav,350,ok
libri100_02726,./data/audio_clean/libri100_02726.wav,351,ok
libri360_01969,./data/audio_clean/libri360_01969.wav,352,ok
libri100_00101,./data/audio_clean/libri100_00101.wav,353,ok
libri360_01370,./data/audio_clean/libri360_01370.wav,354,ok
libri360_01461,./data/audio_clean/libri360_01461.wav,355,ok
libri360_00065,./data/audio_clean/libri360_00065.wav,356,ok
libri360_01648,./data/audio_clean/libri360_01648.wav,357,ok
libri360_01572,./data/audio_clean/libri360_01572.wav,358,ok
libri360_00200,./data/audio_clean/libri360_00200.wav,359,ok
libri360_00915,./data/audio_clean/libri360_00915.wav,360,ok
libri100_02562,./data/audio_clean/libri100_02562.wav,361,ok
libri100_00930,./data/audio_clean/libri100_00930.wav,362,ok
libri100_01168,./data/audio_clean/libri100_01168.wav,363,ok
libri360_00814,./data/audio_clean/libri360_00814.wav,364,ok
libri360_01323,./data/audio_clean/libri360_01323.wav,365,ok
libri360_00160,./data/audio_clean/libri360_00160.wav,366,ok
libri360_00139,./data/audio_clean/libri360_00139.wav,367,ok
libri360_00454,./data/audio_clean/libri360_00454.wav,368,ok
libri100_02104,./data/audio_clean/libri100_02104.wav,369,ok
libri100_01187,./data/audio_clean/libri100_01187.wav,370,ok
libri100_02428,./data/audio_clean/libri100_02428.wav,371,ok
libri360_00530,./data/audio_clean/libri360_00530.wav,372,ok
libri360_00637,./data/audio_clean/libri360_00637.wav,373,ok
libri360_01851,./data/audio_clean/libri360_01851.wav,374,ok
libri360_00817,./data/audio_clean/libri360_00817.wav,375,ok
libri100_02189,./data/audio_clean/libri100_02189.wav,376,ok
libri100_00869,./data/audio_clean/libri100_00869.wav,377,ok
libri360_00694,./data/audio_clean/libri360_00694.wav,378,ok
libri100_00078,./data/audio_clean/libri100_00078.wav,379,ok
libri360_00550,./data/audio_clean/libri360_00550.wav,380,ok
libri360_00984,./data/audio_clean/libri360_00984.wav,381,ok
libri100_01653,./data/audio_clean/libri100_01653.wav,382,ok
libri100_02215,./data/audio_clean/libri100_02215.wav,383,ok
libri360_00150,./data/audio_clean/libri360_00150.wav,384,ok
libri100_01019,./data/audio_clean/libri100_01019.wav,385,ok
libri360_00141,./data/audio_clean/libri360_00141.wav,386,ok
libri100_00649,./data/audio_clean/libri100_00649.wav,387,ok
libri100_01105,./data/audio_clean/libri100_01105.wav,388,ok
libri360_01798,./data/audio_clean/libri360_01798.wav,389,ok
libri100_00010,./data/audio_clean/libri100_00010.wav,390,ok
libri360_00111,./data/audio_clean/libri360_00111.wav,391,ok
libri100_00639,./data/audio_clean/libri100_00639.wav,392,ok
libri360_00699,./data/audio_clean/libri360_00699.wav,393,ok
libri100_00558,./data/audio_clean/libri100_00558.wav,394,ok
libri360_00173,./data/audio_clean/libri360_00173.wav,395,ok
libri360_00869,./data/audio_clean/libri360_00869.wav,396,ok
libri100_02398,./data/audio_clean/libri100_02398.wav,397,ok
libri100_00595,./data/audio_clean/libri100_00595.wav,398,ok
libri100_02274,./data/audio_clean/libri100_02274.wav,399,ok
libri360_00078,./data/audio_clean/libri360_00078.wav,400,ok
libri100_02985,./data/audio_clean/libri100_02985.wav,401,ok
libri100_01089,./data/audio_clean/libri100_01089.wav,402,ok
libri360_01127,./data/audio_clean/libri360_01127.wav,403,ok
libri100_02946,./data/audio_clean/libri100_02946.wav,404,ok
libri100_00364,./data/audio_clean/libri100_00364.wav,405,ok
libri360_00870,./data/audio_clean/libri360_00870.wav,406,ok
libri100_01769,./data/audio_clean/libri100_01769.wav,407,ok
libri100_02416,./data/audio_clean/libri100_02416.wav,408,ok
libri360_01696,./data/audio_clean/libri360_01696.wav,409,ok
libri100_02363,./data/audio_clean/libri100_02363.wav,410,ok
libri100_02610,./data/audio_clean/libri100_02610.wav,411,ok
libri100_01131,./data/audio_clean/libri100_01131.wav,412,ok
libri100_00730,./data/audio_clean/libri100_00730.wav,413,ok
libri360_01468,./data/audio_clean/libri360_01468.wav,414,ok
libri100_00435,./data/audio_clean/libri100_00435.wav,415,ok
libri100_01057,./data/audio_clean/libri100_01057.wav,416,ok
libri360_00961,./data/audio_clean/libri360_00961.wav,417,ok
libri100_00758,./data/audio_clean/libri100_00758.wav,418,ok
libri360_01080,./data/audio_clean/libri360_01080.wav,419,ok
libri100_01953,./data/audio_clean/libri100_01953.wav,420,ok
libri100_00084,./data/audio_clean/libri100_00084.wav,421,ok
libri100_00096,./data/audio_clean/libri100_00096.wav,422,ok
libri360_00467,./data/audio_clean/libri360_00467.wav,423,ok
libri100_02492,./data/audio_clean/libri100_02492.wav,424,ok
libri360_01871,./data/audio_clean/libri360_01871.wav,425,ok
libri100_02941,./data/audio_clean/libri100_02941.wav,426,ok
libri100_00741,./data/audio_clean/libri100_00741.wav,427,ok
libri100_02217,./data/audio_clean/libri100_02217.wav,428,ok
libri100_02485,./data/audio_clean/libri100_02485.wav,429,ok
libri100_01140,./data/audio_clean/libri100_01140.wav,430,ok
libri100_00268,./data/audio_clean/libri100_00268.wav,431,ok
libri100_02867,./data/audio_clean/libri100_02867.wav,432,ok
libri100_02841,./data/audio_clean/libri100_02841.wav,433,ok
libri100_02381,./data/audio_clean/libri100_02381.wav,434,ok
libri100_01985,./data/audio_clean/libri100_01985.wav,435,ok
libri100_02487,./data/audio_clean/libri100_02487.wav,436,ok
libri100_01539,./data/audio_clean/libri100_01539.wav,437,ok
libri360_00641,./data/audio_clean/libri360_00641.wav,438,ok
libri100_01980,./data/audio_clean/libri100_01980.wav,439,ok
libri360_01636,./data/audio_clean/libri360_01636.wav,440,ok
libri100_01636,./data/audio_clean/libri100_01636.wav,441,ok
libri360_01952,./data/audio_clean/libri360_01952.wav,442,ok
libri100_02303,./data/audio_clean/libri100_02303.wav,443,ok
libri360_00069,./data/audio_clean/libri360_00069.wav,444,ok
libri100_00473,./data/audio_clean/libri100_00473.wav,445,ok
libri100_00052,./data/audio_clean/libri100_00052.wav,446,ok
libri100_01027,./data/audio_clean/libri100_01027.wav,447,ok
libri100_01994,./data/audio_clean/libri100_01994.wav,448,ok
libri100_01802,./data/audio_clean/libri100_01802.wav,449,ok
