client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	language	split	char_per_sec	quality_tags
543eb6b0dc3df3d1e0dc97e8fe9cb11b	67668	spontaneous-speech-fr-67668.mp3	7920	1755	Votre famille suit-elle un budget strict ?		0			French			
c68a599099184795da8fe86d676e40e4	71471	spontaneous-speech-fr-71471.mp3	4212	1755	Votre famille suit-elle un budget strict ?	Pas du tout, pas du tout, pas du tout.	1			French		7.122507122507123	
282a245ee202ed009931d38006275ce2	78285	spontaneous-speech-fr-78285.mp3	4032	9204	Elle a quel âge à peu près ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79198	spontaneous-speech-fr-79198.mp3	5184	9204	Elle a quel âge à peu près ?		0			French			
d489b9df269798d99acc9ccfee11859c	67175	spontaneous-speech-fr-67175.mp3	28908	1794	Comment pouvons-nous nous assurer que les élèves dans les écoles sont gentils les uns envers les autres ?	C'est une très bonne question. On souhaite tous que le passage par l'école soit agréable et favorise l'empathie et l'épanouissement des enfants. Peut-être que la pratique de la méditation, qui est à la mode en ce moment, permettrait de prendre conscience de ce dont l'autre a besoin pour se sentir bien et d'être plus gentil avec lui, plus à l'écoute de ses besoins.	1			French		10.516120105161201	
9f2fa8b056f6a9ea26b482e662066df3	68294	spontaneous-speech-fr-68294.mp3	6408	1794	Comment pouvons-nous nous assurer que les élèves dans les écoles sont gentils les uns envers les autres ?		0			French			
b597fa07c1aa693be6fbb853d062f9d3	71020	spontaneous-speech-fr-71020.mp3	54288	1794	Comment pouvons-nous nous assurer que les élèves dans les écoles sont gentils les uns envers les autres ?		0			French			
31fb59dd5111f04a506e12fc0436eed3	72427	spontaneous-speech-fr-72427.mp3	20844	1794	Comment pouvons-nous nous assurer que les élèves dans les écoles sont gentils les uns envers les autres ?	Nous pouvons nous en assurer en interrogeant les enfants, eh bien... et, et en leur demandant si leurs camarades sont, sont sympas avec eux, si, s'il n'y a pas de, de problème, notamment dans la cour de récréation.	1			French		8.491652274035694	
7dde671dbdb7d6c5d23871c4bd8b38e5	78959	spontaneous-speech-fr-78959.mp3	54216	1794	Comment pouvons-nous nous assurer que les élèves dans les écoles sont gentils les uns envers les autres ?		0			French			
de2e528fea6cbe711268ae999e034a40	63496	spontaneous-speech-fr-63496.mp3	5220	1728	Quelle serait pour vous une fête parfaitement réussie ?	Un moment où tout le monde serait heureux.	1			French		6.704980842911878	
4a1178c9d9de5f9734dc3369c7325345	67588	spontaneous-speech-fr-67588.mp3	2736	1728	Quelle serait pour vous une fête parfaitement réussie ?	Une fête annulée	1			French		5.116959064327485	
083fcf8cb9c457399752879a043f9f00	72391	spontaneous-speech-fr-72391.mp3	9108	1728	Quelle serait pour vous une fête parfaitement réussie ?		0			French			
8e8accf41391dafc9940816b3411aa48	78802	spontaneous-speech-fr-78802.mp3	6444	1742	Quelle est la partie la plus stressante de votre travail, de vos études ou de votre passe-temps ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79217	spontaneous-speech-fr-79217.mp3	9972	1742	Quelle est la partie la plus stressante de votre travail, de vos études ou de votre passe-temps ?		0			French			
543eb6b0dc3df3d1e0dc97e8fe9cb11b	67670	spontaneous-speech-fr-67670.mp3	16092	1767	Est-il facile de démarrer une entreprise dans votre pays ?		0			French			
9f2fa8b056f6a9ea26b482e662066df3	68283	spontaneous-speech-fr-68283.mp3	2016	1767	Est-il facile de démarrer une entreprise dans votre pays ?	Il paraît que non.	1			French		7.440476190476191	
05b125967de7adc88ccaf4ae3d0ebdda	79176	spontaneous-speech-fr-79176.mp3	25596	1767	Est-il facile de démarrer une entreprise dans votre pays ?		0			French			
083fcf8cb9c457399752879a043f9f00	72407	spontaneous-speech-fr-72407.mp3	7092	7229	Combien de gauchers connaissez-vous ?		0			French			
c68a599099184795da8fe86d676e40e4	71453	spontaneous-speech-fr-71453.mp3	9720	1757	Quels types de plantes voyez-vous le plus souvent ?	Les plantes que je vois le plus souvent dans la région où j'habite, eh bien c'est les pins, beaucoup de pins.	1			French		9.156378600823045	
047bca920b3e5a7025f9bc4daa580ca3	72738	spontaneous-speech-fr-72738.mp3	6552	1757	Quels types de plantes voyez-vous le plus souvent ?		0			French			
d25c422fab88b14cd0bb56164e33d374	73670	spontaneous-speech-fr-73670.mp3	12600	8684	Quel est votre animal préféré et pourquoi?	Mon animal préféré est le chat. C'est un animal de compagnie qui est bien plus autonome que le chien, qui demande moins d'attention, mais qui est pourtant assez câlin.	0			French		11.031746031746032	
c68a599099184795da8fe86d676e40e4	71475	spontaneous-speech-fr-71475.mp3	14364	7367	Est-ce qu'il fait beau chez vous, aujourd'hui ?		0			French			
31fb59dd5111f04a506e12fc0436eed3	72431	spontaneous-speech-fr-72431.mp3	5652	7367	Est-ce qu'il fait beau chez vous, aujourd'hui ?	Là maintenant, il fait nuit mais aujourd'hui, il a fait très beau.	1			French		9.7310686482661	
05b125967de7adc88ccaf4ae3d0ebdda	79175	spontaneous-speech-fr-79175.mp3	9396	7367	Est-ce qu'il fait beau chez vous, aujourd'hui ?		0			French			
0f1f94f4f6d44180bd3a94c9d9db68da	20301	spontaneous-speech-fr-20301.mp3	19368	1770	Quel métier aimeriez-vous le plus exercer et pourquoi ?	J’aimerais être écrivain pour, euh, pouvoir, euh, éditer, euh, mes histoires et, euh, avoir un travail plus, euh, créatif qui me convient un peu plus.	1			French		6.505576208178438	
de2e528fea6cbe711268ae999e034a40	63499	spontaneous-speech-fr-63499.mp3	8028	1770	Quel métier aimeriez-vous le plus exercer et pourquoi ?	J'ai toujours voulu être pilote d'avion, mais ma vue ne le permettait pas.	1			French		7.722969606377678	
b597fa07c1aa693be6fbb853d062f9d3	71018	spontaneous-speech-fr-71018.mp3	30744	1770	Quel métier aimeriez-vous le plus exercer et pourquoi ?	"Alors un truc qui m'a toujours... qui m'a toujours passionné, c'est le fait de faire des marionnettes pour les films. Un peu comme la Jim Henson company, ou tous les gens qui créent un peu des effets spéciaux pratiques plutôt que des effets visuels. C'est-à-dire vraiment des animatroniques, des, des... tout le côté un peu ""magique"" de donner vie à des personnages et à des créatures à travers de l'ingénierie en fait, ça je trouve ça très impressionnant."	1			French		12.32760863908405	
9f2fa8b056f6a9ea26b482e662066df3	68277	spontaneous-speech-fr-68277.mp3	22140	1764	Quand vous étiez enfant, que vouliez-vous être quand vous seriez grand ?	Je n'ai pas beaucoup de souvenirs de mon enfance ; euh... quand j'étais ado..., plutôt adolescente, je pense que je voulais [toux] faire du théâtre. Oui, assez rapidement j'ai eu envie de faire du théâtre. Je crois que c'est, c'est ça qui me plaisait.	1			French		9.394760614272808	
c68a599099184795da8fe86d676e40e4	71478	spontaneous-speech-fr-71478.mp3	23868	1764	Quand vous étiez enfant, que vouliez-vous être quand vous seriez grand ?		0			French			
b347117ac2ccf1e17a0fdc7550900f09	71751	spontaneous-speech-fr-71751.mp3	5832	1764	Quand vous étiez enfant, que vouliez-vous être quand vous seriez grand ?	Tout petit je rêvais d'être paléontologue.	1			French		6.344307270233196	
083fcf8cb9c457399752879a043f9f00	72397	spontaneous-speech-fr-72397.mp3	14868	1764	Quand vous étiez enfant, que vouliez-vous être quand vous seriez grand ?	Je ne me rappelle plus. Je ne me rappelle plus. Franchement, je ne me rappelle plus. Je voulais être ingénieur je pense parce que j'étais assez doué en maths. Ingénieur ou professeur de philo	1			French		10.626849609900457	
05b125967de7adc88ccaf4ae3d0ebdda	79186	spontaneous-speech-fr-79186.mp3	11124	1734	Pouvez-vous décrire comment préparer votre plat ou repas facile à faire préféré ?		0			French			
47290ed7d505be3f6140c5bc3796ddd0	73041	spontaneous-speech-fr-73041.mp3	20088	7361	Mangez-vous des légumes ? Si oui, lesquels préférez-vous ?		0			French			
282a245ee202ed009931d38006275ce2	78282	spontaneous-speech-fr-78282.mp3	8928	9212	Vous avez essayé d’éteindre avec un extincteur ?		0			French			
083fcf8cb9c457399752879a043f9f00	72381	spontaneous-speech-fr-72381.mp3	8568	7929	Quelle était votre matière préférée à l'école?		0			French			
047bca920b3e5a7025f9bc4daa580ca3	72743	spontaneous-speech-fr-72743.mp3	4500	7929	Quelle était votre matière préférée à l'école?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79207	spontaneous-speech-fr-79207.mp3	10692	7929	Quelle était votre matière préférée à l'école?		0			French			
8e8accf41391dafc9940816b3411aa48	78796	spontaneous-speech-fr-78796.mp3	11412	9235	Aimes tu l'odeur de la terre durant les étés pluvieux?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79181	spontaneous-speech-fr-79181.mp3	3528	9235	Aimes tu l'odeur de la terre durant les étés pluvieux?		0			French			
9f2fa8b056f6a9ea26b482e662066df3	68304	spontaneous-speech-fr-68304.mp3	10152	1759	Comment prenez-vous soin de votre corps et de votre santé ?	J'ai déjà répondu à cette question. Je fais du sport, en salle, je marche et je fais du vélo dehors.	1			French		7.978723404255319	
083fcf8cb9c457399752879a043f9f00	72382	spontaneous-speech-fr-72382.mp3	20484	1759	Comment prenez-vous soin de votre corps et de votre santé ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79216	spontaneous-speech-fr-79216.mp3	12024	1759	Comment prenez-vous soin de votre corps et de votre santé ?		0			French			
707839be776ea79f79861555dce65367	47367	spontaneous-speech-fr-47367.mp3	12492	1740	Que prendriez-vous avec vous lorsqu'il pleut dehors ?	Quand il pleut j'aime bien prendre un poncho plutôt qu'un parapluie, je trouve ça plus pratique, et des chaussures fermées.	1			French		8.325328210054435	
9f2fa8b056f6a9ea26b482e662066df3	68282	spontaneous-speech-fr-68282.mp3	7524	1740	Que prendriez-vous avec vous lorsqu'il pleut dehors ?	Un parapluie, une casquette de pluie, un imperméable, oui, je pense que c'est tout.	1			French		9.303561935140882	
083fcf8cb9c457399752879a043f9f00	72403	spontaneous-speech-fr-72403.mp3	6696	1740	Que prendriez-vous avec vous lorsqu'il pleut dehors ?		0			French			
4a1178c9d9de5f9734dc3369c7325345	67596	spontaneous-speech-fr-67596.mp3	2736	1793	Quelle chose souhaiteriez-vous faire plus souvent pour rester en bonne santé ?	Faire de la natation	1			French		6.213450292397661	
c68a599099184795da8fe86d676e40e4	71457	spontaneous-speech-fr-71457.mp3	8532	1793	Quelle chose souhaiteriez-vous faire plus souvent pour rester en bonne santé ?	Bien, faire plus de choses que je n'en fais déjà pour rester en bonne santé ça va être pratiquement impossible.	1			French		10.782934833567746	
00f798b2652da1cb5b5cff9fd96b65ea	73137	spontaneous-speech-fr-73137.mp3	3240	1793	Quelle chose souhaiteriez-vous faire plus souvent pour rester en bonne santé ?		0			French			
8e8accf41391dafc9940816b3411aa48	78797	spontaneous-speech-fr-78797.mp3	5760	1793	Quelle chose souhaiteriez-vous faire plus souvent pour rester en bonne santé ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79187	spontaneous-speech-fr-79187.mp3	6552	1793	Quelle chose souhaiteriez-vous faire plus souvent pour rester en bonne santé ?		0			French			
4a1178c9d9de5f9734dc3369c7325345	67595	spontaneous-speech-fr-67595.mp3	11160	1773	Que pensez-vous de la natation ? Pourquoi ?	C'est un sport particulièrement accessible à toute morphologie car on ne ressent plus le poids de son corps	1			French		8.064516129032258	
543eb6b0dc3df3d1e0dc97e8fe9cb11b	67675	spontaneous-speech-fr-67675.mp3	16884	1773	Que pensez-vous de la natation ? Pourquoi ?	J'aime pas forcément le sport en général, je trouve que c'est pas ouf le sport mais euh la natation c'est sympa mais si on enlève le côté sport, j'aime bien aller nager, j'aime bien le côté où t'es dans l'eau, c'est pas désagréable, l'impression de son corps n'est pas désagréable non plus.	1			French		14.155413409144753	
9f2fa8b056f6a9ea26b482e662066df3	68305	spontaneous-speech-fr-68305.mp3	3852	1773	Que pensez-vous de la natation ? Pourquoi ?	Je ne pratique pas la natation, je n'aime pas la piscine.	1			French		12.201453790238837	
c68a599099184795da8fe86d676e40e4	71470	spontaneous-speech-fr-71470.mp3	29952	1773	Que pensez-vous de la natation ? Pourquoi ?	Je pense que la natation est un sport extraordinaire. Quand je le pratique j'ai... ça me vide la tête, ça me rempli les muscles, ça... je sais pas. Et puis être dans l'eau, c'est dans un élément extraordinaire. Peut-être que ça me rappelle quand j'étais dans le ventre de ma mère.  J'en ai pas la moindre idée, faudrait que j'en parle à mon analyste.	1			French		9.54861111111111	
05b125967de7adc88ccaf4ae3d0ebdda	79188	spontaneous-speech-fr-79188.mp3	15156	1773	Que pensez-vous de la natation ? Pourquoi ?		0			French			
c68a599099184795da8fe86d676e40e4	71455	spontaneous-speech-fr-71455.mp3	5652	1782	Comment les écoles et les parents peuvent-ils travailler ensemble pour les enfants ?	Eh bien, n'ayant pas d'enfants, il m'est impossible de répondre à cette question.	1			French		12.208067940552016	
31fb59dd5111f04a506e12fc0436eed3	72430	spontaneous-speech-fr-72430.mp3	17964	1782	Comment les écoles et les parents peuvent-ils travailler ensemble pour les enfants ?	Il y a des associations de parents d'élèves, qui permettent hmmm, eh bien de former des groupes puis de discuter entre les parents ; notamment la FCPE, qui est une association de parents d'élèves auquel j'ai participé.	1			French		10.13137385882877	
70e3a9c4c1850fb80be74fabaf2a40dd	73235	spontaneous-speech-fr-73235.mp3	6228	1782	Comment les écoles et les parents peuvent-ils travailler ensemble pour les enfants ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79218	spontaneous-speech-fr-79218.mp3	8028	9209	Y’a quelqu’un de blessé ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79208	spontaneous-speech-fr-79208.mp3	7524	9198	Dites-moi, la personne est consciente ?		0			French			
de2e528fea6cbe711268ae999e034a40	63504	spontaneous-speech-fr-63504.mp3	6408	1727	Quelle est votre routine de bien-être préférée ? Comment cela vous aide-t-il à rester en bonne santé ?	Joue de la trompette, ça maintient en forme	1			French		5.617977528089887	
9f2fa8b056f6a9ea26b482e662066df3	68279	spontaneous-speech-fr-68279.mp3	22068	1727	Quelle est votre routine de bien-être préférée ? Comment cela vous aide-t-il à rester en bonne santé ?		0			French			
c68a599099184795da8fe86d676e40e4	71458	spontaneous-speech-fr-71458.mp3	8784	1727	Quelle est votre routine de bien-être préférée ? Comment cela vous aide-t-il à rester en bonne santé ?	Ma routine de bien-être préférée? Euh... Faire du sport, du sport et du sport.	1			French		7.399817850637522	
9f2fa8b056f6a9ea26b482e662066df3	68314	spontaneous-speech-fr-68314.mp3	48492	1746	Pourquoi participez-vous au projet Common Voice ?	Voilà enfin une question intéressante. Euh... pourquoi je participe au projet Common Voice ? Je trouve que le projet est intéressant, que c'est dans l'esprit Internet tel que je l'ai connu à ses débuts, c'est-à-dire une forme de bénévolat, euh... je respecte le travail de Mozilla, et oui, je pense qu'il est utile que, que tout cet aspect, que ce soit l'informatique, internet, etc... soit aussi utilisé par des gens qui le font dans un esprit bénévole.	1			French		7.795100222717148	
c68a599099184795da8fe86d676e40e4	71467	spontaneous-speech-fr-71467.mp3	9648	1746	Pourquoi participez-vous au projet Common Voice ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79178	spontaneous-speech-fr-79178.mp3	20880	1746	Pourquoi participez-vous au projet Common Voice ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79213	spontaneous-speech-fr-79213.mp3	7776	7235	Si tu voulais changer quelque chose chez toi ce serait quoi ?		0			French			
9f2fa8b056f6a9ea26b482e662066df3	68301	spontaneous-speech-fr-68301.mp3	23508	1798	Quels vœux avez-vous pour vos enfants ?	J'ai un peu envie de retourner la question. Que veulent des parents pour des enfants si ce n'est leur bonheur, leur réussite et qu'ils puissent vivre en paix dans des climats qui ne soient pas surchauffés ou glaciaux.	1			French		7.656967840735069	
b597fa07c1aa693be6fbb853d062f9d3	71017	spontaneous-speech-fr-71017.mp3	7668	1798	Quels vœux avez-vous pour vos enfants ?		0			French			
083fcf8cb9c457399752879a043f9f00	72380	spontaneous-speech-fr-72380.mp3	16848	1725	Quel est votre métier de rêve ? Quelles tâches aimeriez-vous accomplir et quel type d'environnement de travail préférez-vous ?	Mon métier de rêve serait bibliothécaire scientifique. Et mon environnement de travail préféré c'est la solitude, euh, ou la très petite compagnie.	1			French		7.478632478632479	
8e8accf41391dafc9940816b3411aa48	78788	spontaneous-speech-fr-78788.mp3	10368	1725	Quel est votre métier de rêve ? Quelles tâches aimeriez-vous accomplir et quel type d'environnement de travail préférez-vous ?		0			French			
543eb6b0dc3df3d1e0dc97e8fe9cb11b	67672	spontaneous-speech-fr-67672.mp3	7092	1753	À quoi ressemblent vos vêtements préférés ?	C'est plutôt des références de films, des trucs qui me plaisent, ou des trucs qui me valorisent, des trucs simples, quoi.	1			French		14.241398759165255	
00f798b2652da1cb5b5cff9fd96b65ea	73148	spontaneous-speech-fr-73148.mp3	5436	1753	À quoi ressemblent vos vêtements préférés ?		0			French			
9f2fa8b056f6a9ea26b482e662066df3	68286	spontaneous-speech-fr-68286.mp3	6660	1748	À quoi utilisez-vous le plus souvent la technologie ?	Pour faire des recherches sur internet, des recherches historiques.	1			French		8.85885885885886	
98224ff9c845fcc243ec6f725aaa31f5	72825	spontaneous-speech-fr-72825.mp3	90180	1748	À quoi utilisez-vous le plus souvent la technologie ?		0			French			
47290ed7d505be3f6140c5bc3796ddd0	73040	spontaneous-speech-fr-73040.mp3	16668	1748	À quoi utilisez-vous le plus souvent la technologie ?	J'utilise beaucoup mon téléphone portable. J'utilise pour les réseaux sociaux, j'utilise, euh, pour aller sur mes mails, j'utilise pour enregistrer, pour écouter de la musique. Euh... c'est essentiellement pour ça, pour la musique et le lien avec les autres personnes.	1			French		13.738900887928967	
d489b9df269798d99acc9ccfee11859c	67180	spontaneous-speech-fr-67180.mp3	36792	1750	Quel est votre plus grand espoir pour l'avenir ?	J'aimerai vraiment, vraiment beaucoup qu'il y ait suffisamment de paix et de stabilité politique pour [disfluency] que la société progresse, que nous vivions avec moins de maladies, moins de souffrance, que nous vivions plus proches les uns des autres ; et que dans ce climat de paix et de bonne entente entre les humains, nous puissions faire avancer la connaissance notamment les technologies, heu, jusqu'à découvrir toujours plus de choses sur la nature de l'univers, et de nos existences, et les raisons profondes de pourquoi nous sommes là.	1			French		12.448358338769298	
9f2fa8b056f6a9ea26b482e662066df3	68313	spontaneous-speech-fr-68313.mp3	1908	1750	Quel est votre plus grand espoir pour l'avenir ?		0			French			short-audio
de2e528fea6cbe711268ae999e034a40	63500	spontaneous-speech-fr-63500.mp3	6516	1736	Quelle est votre fête préférée et pourquoi ?	Aucune fête traditionnelle, je préfère les fêtes qui s'improvisent.	1			French		9.05463474524248	
9f2fa8b056f6a9ea26b482e662066df3	68289	spontaneous-speech-fr-68289.mp3	4392	1736	Quelle est votre fête préférée et pourquoi ?	Je n'ai pas de fête préférée, toutes les fêtes sont bien.	1			French		10.70127504553734	
00f798b2652da1cb5b5cff9fd96b65ea	73143	spontaneous-speech-fr-73143.mp3	4896	1736	Quelle est votre fête préférée et pourquoi ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79200	spontaneous-speech-fr-79200.mp3	9792	1736	Quelle est votre fête préférée et pourquoi ?		0			French			
de2e528fea6cbe711268ae999e034a40	63491	spontaneous-speech-fr-63491.mp3	4932	1747	Si vous pouviez apprendre une compétence, que voudriez-vous apprendre ?	Les échecs.	1			French		2.02757502027575	transcription-length
9f2fa8b056f6a9ea26b482e662066df3	68318	spontaneous-speech-fr-68318.mp3	2844	1747	Si vous pouviez apprendre une compétence, que voudriez-vous apprendre ?	Un sport de défense.	1			French		5.977496483825598	
083fcf8cb9c457399752879a043f9f00	72385	spontaneous-speech-fr-72385.mp3	8532	1747	Si vous pouviez apprendre une compétence, que voudriez-vous apprendre ?	Si je pouvais apprendre une compétence maintenant, j'aimerais bien faire de l'ébenisterie.	1			French		9.25925925925926	
98224ff9c845fcc243ec6f725aaa31f5	72823	spontaneous-speech-fr-72823.mp3	58464	1747	Si vous pouviez apprendre une compétence, que voudriez-vous apprendre ?		0			French			
de2e528fea6cbe711268ae999e034a40	63490	spontaneous-speech-fr-63490.mp3	7128	5351	Pouquoi est-ce que vous preferez un chat au lieu de chien?	C'est moins encombrant, et y'a moins de contraintes.	1			French		6.313131313131313	
083fcf8cb9c457399752879a043f9f00	72400	spontaneous-speech-fr-72400.mp3	16092	5351	Pouquoi est-ce que vous preferez un chat au lieu de chien?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79215	spontaneous-speech-fr-79215.mp3	5976	5351	Pouquoi est-ce que vous preferez un chat au lieu de chien?		0			French			
083fcf8cb9c457399752879a043f9f00	72387	spontaneous-speech-fr-72387.mp3	33552	8686	Pensez-vous qu'il y a plus de roues ou de portes dans le monde?		0			French			
98224ff9c845fcc243ec6f725aaa31f5	72813	spontaneous-speech-fr-72813.mp3	22068	8686	Pensez-vous qu'il y a plus de roues ou de portes dans le monde?		0			French			
fdcc05442cab430d643b8292355bf16b	72803	spontaneous-speech-fr-72803.mp3	7308	7369	Craignez-vous le changement climatique ?		0			French			
282a245ee202ed009931d38006275ce2	78281	spontaneous-speech-fr-78281.mp3	9288	7369	Craignez-vous le changement climatique ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79201	spontaneous-speech-fr-79201.mp3	12420	7369	Craignez-vous le changement climatique ?		0			French			
d489b9df269798d99acc9ccfee11859c	67172	spontaneous-speech-fr-67172.mp3	13428	1721	Parlez-nous de votre sport préféré et expliquez en quoi il consiste.	Alors, en vrai je n'aime pas beaucoup le sport. Mais je dirais que j'ai très envie d'apprendre à danser. Donc j'aimerais commencer la danse. Et sinon j'aime bien nager, c'est agréable l'été.	1			French		11.840929401251117	
083fcf8cb9c457399752879a043f9f00	72389	spontaneous-speech-fr-72389.mp3	12456	1721	Parlez-nous de votre sport préféré et expliquez en quoi il consiste.	Mon sport préféré, mon unique sport depuis cinquante ans c'est la musculation. Donc ça consiste à travailler sur des appareils pour développer ses muscles.	1			French		10.597302504816955	
05b125967de7adc88ccaf4ae3d0ebdda	79174	spontaneous-speech-fr-79174.mp3	19476	1721	Parlez-nous de votre sport préféré et expliquez en quoi il consiste.		0			French			
d489b9df269798d99acc9ccfee11859c	67178	spontaneous-speech-fr-67178.mp3	33624	1777	À quoi ressemblent les écoles dans votre région ?		0			French			
083fcf8cb9c457399752879a043f9f00	72390	spontaneous-speech-fr-72390.mp3	18072	1724	Quel est votre film, chanson ou livre préféré et pourquoi l'appréciez-vous ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79184	spontaneous-speech-fr-79184.mp3	14148	1724	Quel est votre film, chanson ou livre préféré et pourquoi l'appréciez-vous ?		0			French			
05b125967de7adc88ccaf4ae3d0ebdda	79193	spontaneous-speech-fr-79193.mp3	6516	9211	Est-ce qu’il y a des enfants ou des personnes âgées sur place ?		0			French			
de2e528fea6cbe711268ae999e034a40	63492	spontaneous-speech-fr-63492.mp3	12888	1735	Quelle était votre matière préférée à l'école et pourquoi ?	Les mathématiques, parce que c'est purement théorique et c'est un, uniquement du raisonnement.	1			French		6.362507759155804	
d489b9df269798d99acc9ccfee11859c	67176	spontaneous-speech-fr-67176.mp3	17136	1735	Quelle était votre matière préférée à l'école et pourquoi ?	À l'école j'ai beaucoup aimé la physique chimie, j'aimais beaucoup manipuler [disfluency] le matériel, faire des expériences. Ça m'a beaucoup plu et j'attendais beaucoup cette matière. Mais je pense à l'anglais, j'ai beaucoup aimé les langues.	1			French		12.138188608776845	
