audio_file,audio_path,query_text,chunk_id,doc_title,match_score,source_audio
libri360_00883.wav,./data/audio_clean/libri360_00883.wav,BEARING NAMES NOT LOCAL AS IF SURPRISED BY A CHANGE IN THE LANDSCAPE SO VIOLENT AS TO HINDER THEIR FURTHER PROGRESS AND HERE THEY USUALLY REMAINED ALL THE WINTER TILL THEY TURNED TO SEEK AGAIN THEIR OLD TRACKS IN THE FOLLOWING SPRING,doc00526_chunk002,Almoravid dynasty,0.1111,librispeech_train.360
libri360_00207.wav,./data/audio_clean/libri360_00207.wav,WERE ALSO FIT TO DRINK WHICH WATER RUNS INTO THE LAKE CALLED ASPHALTIRIS AND WHEN THE PHYSICIANS ONCE THOUGHT FIT TO HAVE HIM BATHED IN A VESSEL FULL OF OIL IT WAS SUPPOSED THAT HE WAS JUST DYING,doc00068_chunk005,Aardvark,0.1111,librispeech_train.360
libri100_00998.wav,./data/audio_clean/libri100_00998.wav,DURING THE GREATER PART OF THE NIGHT HAD RUN WILD UPON THE ALL ENGROSSING TOPIC OF THE TIMES THE BARON WHO HAD BEEN UNUSUALLY SILENT AND ABSTRACTED IN THE EARLIER PORTION OF THE EVENING,doc00449_chunk000,Ahmed III,0.0526,librispeech_train.100
libri100_00371.wav,./data/audio_clean/libri100_00371.wav,THAT TEN MINUTES LATER ANOTHER FALL OF FISHES OCCURRED UPON THIS SAME NARROW STRIP OF LAND EVEN ARGUING THAT A WHIRLWIND MAY STAND STILL AXIALLY IT DISCHARGES TANGENTIALLY WHEREVER THE FISHES CAME FROM IT DOES NOT SEEM THINKABLE,doc00260_chunk022,Augustin-Jean Fresnel,0.0526,librispeech_train.100
libri100_00015.wav,./data/audio_clean/libri100_00015.wav,FORMERLY WHEN ONE WENT TO FRASCATI ONE HAD THE CHANCE OF MAKING A FORTUNE ONE PLAYED AGAINST MONEY AND IF ONE LOST THERE WAS ALWAYS THE CONSOLATION OF SAYING THAT ONE MIGHT HAVE GAINED WHEREAS NOW EXCEPT IN THE CLUBS,doc00438_chunk001,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",0.0526,librispeech_train.100
libri100_01078.wav,./data/audio_clean/libri100_01078.wav,AND THAT HIS FOLLOWERS WOULD LOSE THE THRONE OF CIVIL POWER THAT THEY WOULD BE TESTED FOR A SEASON IN THE VALLEY OF HUMILIATION AND BY THE FIRES OF TERRIBLE PERSECUTION AND THAT THEY WHO WOULD ENDURE UNTO THE END WOULD BE GLORIFIED,doc00139_chunk049,American Civil War,0.0526,librispeech_train.100
libri100_02471.wav,./data/audio_clean/libri100_02471.wav,HE MUST NOT COME RETURNED CYRUS HARDING QUICKLY HE WOULD BE MURDERED ON THE ROAD IT IS VERY PROBABLE HOWEVER THAT HE WILL ATTEMPT TO REJOIN US AH IF THE TELEGRAPH STILL ACTED HE MIGHT BE WARNED BUT THAT IS IMPOSSIBLE NOW,doc00358_chunk003,Apatosaurus,0.0526,librispeech_train.100
libri100_02772.wav,./data/audio_clean/libri100_02772.wav,HE GREATLY RESEMBLED THE PORTRAITS OF THE ABBE DELILLE HIS COQUETRY CONSISTED IN DRINKING WITH THE CARTERS NO ONE HAD EVER SUCCEEDED IN RENDERING HIM DRUNK HE SMOKED A BIG PIPE,doc00325_chunk036,Augustus,0.0526,librispeech_train.100
libri360_01386.wav,./data/audio_clean/libri360_01386.wav,THAT GAVE MISTER RABBIT AN IDEA HE WOULD ASK ALL HIS NEIGHBORS TO HELP HIM AND PERHAPS THEN HE COULD GET HIS HOUSE AND GARDEN IN ORDER BY THE TIME OLD MOTHER NATURE ARRIVED SO MISTER RABBIT CALLED ON MISTER SKUNK,doc00068_chunk005,Aardvark,0.0526,librispeech_train.360
libri360_00902.wav,./data/audio_clean/libri360_00902.wav,SAID JUDE THE KETTLE OF HIS GIFT SANG WITH SOME SATIRE IN ITS NOTE TO HIS MIND AND TO CHANGE THE SUBJECT HE SAID DO YOU KNOW OF ANY GOOD READABLE EDITION OF THE UNCANONICAL BOOKS OF THE NEW TESTAMENT YOU DON'T READ THEM IN THE SCHOOL I SUPPOSE OH DEAR NO,doc00102_chunk028,Algorithm,0.1111,librispeech_train.360
libri100_01347.wav,./data/audio_clean/libri100_01347.wav,HE HARDLY APPRECIATED WHAT AN ADMIRABLE AIDE HE HAD LEFT BEHIND HIM IN HIS WIFE KEMP SAT UPON THE TOP STEP AND LEANED HIS BACK AGAINST THE RAILING,doc00419_chunk024,Apollo program,0.0526,librispeech_train.100
libri100_00695.wav,./data/audio_clean/libri100_00695.wav,AND BUT LITTLE AT THIS DAY EXCEPT IT BE FOR A FEW NICE IDLE CITIZENS SURFEITING COURTIERS AND STALL FED GENTLEMEN LUBBERS THE COUNTRY PEOPLE USE KITCHEN PHYSIC,doc00452_chunk007,Acupuncture,0.0526,librispeech_train.100
libri100_01916.wav,./data/audio_clean/libri100_01916.wav,LED A MERE BUTTERFLY EXISTENCE HER TWO COUSINS FRANKLY AGREED THAT LOUISE WAS SHALLOW INSINCERE AND INCLINED TO BE AFFECTED BUT OF THE THREE GIRLS,doc00156_chunk009,Agnosticism,0.0526,librispeech_train.100
libri360_01098.wav,./data/audio_clean/libri360_01098.wav,FRO FIRST TO LAST A MUDDLE THE SPECTRE OF HIS OLD LOOK SEEMED TO PASS AS HE SAID THE WORD,doc00149_chunk007,ABBA,0.0556,librispeech_train.360
libri100_02311.wav,./data/audio_clean/libri100_02311.wav,A DOUGLAS SQUIRREL CAME FRISKING FROM THE FOOT OF A CLUMP OF DWARF PINES MOVING IN SUDDEN INTERRUPTED SPURTS OVER THE BOSSY SNOW THEN WITHOUT ANY APPARENT GUIDANCE HE WOULD DIG RAPIDLY INTO THE DRIFT WHERE WERE BURIED SOME GRAINS OF BARLEY THAT THE HORSES HAD LEFT,doc00055_chunk016,Apollo 11,0.0526,librispeech_train.100
libri100_00933.wav,./data/audio_clean/libri100_00933.wav,THERE ARE A FEW INSTANCES AS IN THE CASE OF THE GHOST BABY MENTIONED LATER BUT VERY FEW ANCIENT GHOSTS WERE A LONG FACED LOT,doc00358_chunk003,Apatosaurus,0.0526,librispeech_train.100
libri100_00630.wav,./data/audio_clean/libri100_00630.wav,THE STRANGERS SUFFERING SOME AT THE SAME TIME THREE AND A QUARTER AGAIN ARE WE NEVER TO GET TO A CHEAPER COUNTRY DEAL SIR IF YOU PLEASE BETTER LUCK NEXT TIME THE OTHER PILOT'S VOICE WAS AGAIN HEARD ON DECK HOW MUCH HAVE YOU ONLY ABOUT TEN CORDS SIR,doc00031_chunk005,Andorra,0.1111,librispeech_train.100
libri360_00992.wav,./data/audio_clean/libri360_00992.wav,WE MAY SAFELY INFER FROM WHAT IS KNOWN OF THE CONDITIONS FAVOURABLE TO THE GROWTH OF CORAL THAT THE LIVING MASSES BATHED BY THE SURF ON THE MARGIN OF THE REEF WILL SOON REGAIN THE SURFACE THE WATER HOWEVER WILL ENCROACH LITTLE BY LITTLE ON THE SHORE,doc00384_chunk004,Alabaster,0.0526,librispeech_train.360
libri100_01850.wav,./data/audio_clean/libri100_01850.wav,THE JEW AND THE WOMAN CAN LOOK AFTER EACH OTHER HE ADDED ROUGHLY UNTIL WE CAN SEND SOMEBODY FOR THEM IN THE MORNING THEY CAN'T RUN AWAY VERY FAR IN THEIR PRESENT CONDITION AND WE CANNOT BE TROUBLED WITH THEM JUST NOW CHAUVELIN HAD NOT GIVEN UP ALL HOPE HIS MEN HE KNEW WERE SPURRED ON BY THE HOPE OF THE REWARD,doc00006_chunk022,Aristotle,0.1111,librispeech_train.100
libri100_00155.wav,./data/audio_clean/libri100_00155.wav,YES AND DIDN'T WE HEAR HIM THREATEN TO DO SOMETHING BEFORE LONG SO AS TO HIT BACK AT MISTER DARREL JERRY WANTED TO KNOW AS IF HE HAD ALL ALONG BEEN SUSPICIOUS OF THE BIG SPORTSMAN,doc00343_chunk008,Abbey,0.0526,librispeech_train.100
libri100_02884.wav,./data/audio_clean/libri100_02884.wav,BUT AS SOON AS MISSUS ROBY WAS GONE AND MISSUS ROBY WENT HOME ROUND THE CORNER SOMEWHAT EARLIER THAN USUAL THEN MISTER WHARTON WOKE UP INSTANTLY AND MADE INQUIRY OF HIS DAUGHTER,doc00154_chunk006,Anna Kournikova,0.0526,librispeech_train.100
libri100_01668.wav,./data/audio_clean/libri100_01668.wav,OH MARILLA I KNOW BY YOUR FACE THAT IT'S BEEN NO USE SHE SAID SORROWFULLY MISSUS BARRY WON'T FORGIVE ME MISSUS BARRY INDEED SNAPPED MARILLA OF ALL THE UNREASONABLE WOMEN I EVER SAW SHE'S THE WORST,doc00420_chunk014,Assault,0.0526,librispeech_train.100
libri100_00492.wav,./data/audio_clean/libri100_00492.wav,THE LIKE FORCE HAS THE PASSION OVER ALL HIS NATURE IT EXPANDS THE SENTIMENT IT MAKES THE CLOWN GENTLE AND GIVES THE COWARD HEART,doc00129_chunk021,Amsterdam,0.0526,librispeech_train.100
libri360_01755.wav,./data/audio_clean/libri360_01755.wav,IN A MANNER ANSWERABLE TO OUR CONDITION BUT I ADDED I RATHER BELIEVE YOU WISH TO MARRY AGAIN I SHALL FEEL MUCH SURPRISED IF SUCH BE THE CASE AFTER THE EXPERIENCE YOU HAVE HAD OF THE LITTLE SATISFACTION THERE IS IN WEDLOCK,doc00374_chunk006,Ambrose,0.0526,librispeech_train.360
libri100_02623.wav,./data/audio_clean/libri100_02623.wav,HE WAS VISITING ANOTHER LAB WHERE THEY HAD A COUPLE OF PLASMOIDS WHICH ACTUALLY MOVED NOW AND THEN,doc00068_chunk005,Aardvark,0.0588,librispeech_train.100
libri100_01194.wav,./data/audio_clean/libri100_01194.wav,THAT WE HAVE BEEN DISCUSSING JUST AS A FIELD IS DRAINED PLOWED AND CULTIVATED TO FIT IT BETTER TO YIELD A CROP SO IS THE IRON ORE SHAPED INTO A FORM,doc00321_chunk000,Anisotropy,0.0526,librispeech_train.100
libri100_01181.wav,./data/audio_clean/libri100_01181.wav,THE SAME DUALISM REAPPEARS IN HIM THAT HAS BEEN NOTED IN HIS ANALOGUES ELSEWHERE HE IS BOTH LORD OF THE EASTERN LIGHT AND THE WINDS AS THE FORMER HE WAS BORN OF A VIRGIN IN THE LAND OF TULA OR TLAPALLAN IN THE DISTANT ORIENT,doc00260_chunk022,Augustin-Jean Fresnel,0.0526,librispeech_train.100
libri360_01883.wav,./data/audio_clean/libri360_01883.wav,WHO COMPARED THE FRAGMENT TAKEN FROM HER BROTHER'S WOUND WITH THE SWORD OF TRISTRAM AND WAS SATISFIED THAT IT WAS PART OF THE SAME AND THAT THE WEAPON OF TRISTRAM WAS THAT WHICH REFT HER BROTHER'S LIFE SHE LAID HER GRIEFS AND RESENTMENT BEFORE THE KING,doc00260_chunk022,Augustin-Jean Fresnel,0.0526,librispeech_train.360
libri360_01707.wav,./data/audio_clean/libri360_01707.wav,FOR SINCE GOOD AND EVIL ARE CONTRARIES IF IT IS MADE PLAIN THAT GOOD IS POWER THE FEEBLENESS OF EVIL IS CLEARLY SEEN AND CONVERSELY IF THE FRAIL NATURE OF EVIL IS MADE MANIFEST THE STRENGTH OF GOOD IS THEREBY KNOWN,doc00190_chunk002,Ataxia,0.0526,librispeech_train.360
libri360_00564.wav,./data/audio_clean/libri360_00564.wav,THIS WILLIAM WORDSWORTH THE AUTHOR OF PETER BELL HAS SELECTED FOR HIS CONTEMPT,doc00087_chunk001,List of anthropologists,0.0625,librispeech_train.360
libri360_01590.wav,./data/audio_clean/libri360_01590.wav,IN A VERY FRENZY OF EXTRAVAGANT PLEADING,doc00358_chunk003,Apatosaurus,0.0769,librispeech_train.360
libri100_01759.wav,./data/audio_clean/libri100_01759.wav,AND THOSE WHO WERE TO BE CALLED ON TO GIVE EVIDENCE OCCUPIED CHAIRS TO ONE SIDE OF THE TABLE BEHIND WHICH THE CORONER SAT WHILE THE JURY IN DOUBLE ROW WITH PLASTERED HAIR AND A SPURIOUS EASE OF MANNER FLANKED HIM ON THE OTHER SIDE,doc00115_chunk002,Affidavit,0.0526,librispeech_train.100
libri360_00838.wav,./data/audio_clean/libri360_00838.wav,AND THAT MOST LIKELY IT MUST BE SO AND HE TRIED NOT TO FRET IN ATTENDING THE ELECTIONS TOO AND TAKING PART IN THEM,doc00100_chunk040,American Revolutionary War,0.0526,librispeech_train.360
libri360_01486.wav,./data/audio_clean/libri360_01486.wav,FROM A CONSIDERATION OF THESE FACTS AND WITH HIS USUAL TENDENCY TO UPSET TRADITIONAL OBSERVANCES EDISON CONCEIVED THE BOLD IDEA OF CONSTRUCTING GIGANTIC ROLLS WHICH BY THE FORCE OF MOMENTUM WOULD BE CAPABLE OF CRUSHING INDIVIDUAL ROCKS OF VASTLY GREATER SIZE THAN EVER BEFORE ATTEMPTED,doc00207_chunk014,April 12,0.0526,librispeech_train.360
libri100_00018.wav,./data/audio_clean/libri100_00018.wav,WHICH IS VERY DISAGREEABLE DEBTS ARE CONTRACTED ACQUAINTANCES BEGUN ABOUT A GREEN TABLE END BY QUARRELS IN WHICH LIFE OR HONOUR COMES TO GRIEF AND THOUGH ONE MAY BE AN HONEST MAN ONE FINDS ONESELF RUINED BY VERY HONEST MEN,doc00358_chunk003,Apatosaurus,0.0526,librispeech_train.100
libri100_02149.wav,./data/audio_clean/libri100_02149.wav,IT WAS A LARGE AIRY PLACE WITH A LITTLE SPRING AND A POOL OF CLEAR WATER OVERHUNG WITH FERNS THE FLOOR WAS SAND BEFORE A BIG FIRE LAY CAPTAIN SMOLLETT AND IN A FAR CORNER ONLY DUSKILY FLICKERED OVER BY THE BLAZE,doc00212_chunk007,Alcohol (chemistry),0.0526,librispeech_train.100
libri100_02621.wav,./data/audio_clean/libri100_02621.wav,MANTELISH BEGAN TO GET RESULTS WITH IT THE COMMISSIONER SAID ONE EXPERIMENT WAS RATHER STARTLING HE'D BEEN TRYING THAT ELECTRICAL STIMULATION BUSINESS NOTHING HAPPENED UNTIL HE HAD FINISHED THEN HE TOUCHED THE PLASMOID AND IT FED THE WHOLE CHARGE BACK TO HIM,doc00400_chunk005,Animism,0.0526,librispeech_train.100
libri100_02581.wav,./data/audio_clean/libri100_02581.wav,I DIDN'T SAY ANYTHING WHEN SHE HAD GONE I CRIED LIKE A SILLY BOY PRETTY SOON I HAD A CHANCE TO SELL THE HOUSE AND I SENT THAT MONEY TO HER WASH WILLIAMS AND GEORGE WILLARD,doc00438_chunk001,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",0.0526,librispeech_train.100
libri360_01682.wav,./data/audio_clean/libri360_01682.wav,THE CARDINAL STRUCK HIM LIKE A FLASHING ROCKET AND THEN RED WAR WAGED IN RAINBOW BOTTOM THE FEMALES SCATTERED FOR COVER WITH ALL THEIR MIGHT THE CARDINAL WORKED IN A KISS ON ONE POOR LITTLE BIRD TOO FRIGHTENED,doc00068_chunk005,Aardvark,0.0526,librispeech_train.360
