audio_id,filename,filepath,text,source,duration,snr_db
libri360_00987,libri360_00987.wav,./data/audio_clean/libri360_00987.wav,BUT I HAVE NOBODY AND I MUST TELL SOMEBODY JUDE BEFORE I MARRIED HIM I HAD NEVER THOUGHT OUT FULLY WHAT MARRIAGE MEANT EVEN THOUGH I KNEW IT WAS IDIOTIC OF ME THERE IS NO EXCUSE,librispeech_train.360,12.845,39.12
libri100_01334,libri100_01334.wav,./data/audio_clean/libri100_01334.wav,THIS OF ITSELF WILL BRING A SOFTNESS INTO A MAN'S MANNER AND WITHOUT DOUBT HIS FEARS HAD BEEN GROUNDLESS FEARS THAT HE HAD NOT DARED TO PUT INTO WORDS FOR OLD MAN AS HE WAS HE REALIZED THAT DOCTOR KEMP'S STRONG PERSONALITY,librispeech_train.100,14.445,30.75
libri100_01173,libri100_01173.wav,./data/audio_clean/libri100_01173.wav,THEY RECOGNIZED THEIR MAKER AND HUMBLED THEMSELVES BEFORE HIM HE WAS RECONCILED AND TAUGHT THEM ARTS AND AGRICULTURE INSTITUTIONS AND RELIGION MERITING THE TITLE THEY GAVE HIM OF PACHAYACHACHIC,librispeech_train.100,14.115,44.75
libri100_01859,libri100_01859.wav,./data/audio_clean/libri100_01859.wav,SHE HAD EVIDENTLY RECOVERED CONSCIOUSNESS AND WAS MAKING FEEBLE EFFORTS TO RAISE HERSELF HER LARGE BLUE EYES WERE LOOKING AT THE MOONLIT SCENE ROUND HER WITH A SCARED AND TERRIFIED LOOK THEY RESTED WITH A MIXTURE OF HORROR AND PITY ON THE JEW,librispeech_train.100,13.165,33.24
libri360_01175,libri360_01175.wav,./data/audio_clean/libri360_01175.wav,ALL AT THE EXPENSE OF THE HOCKINS AND THE CONVERSATION AMONG THOSE WHO ATTENDED AND ATE AND DRANK AND WIPED THEIR EYES WAS RATHER ANENT THE GENEROSITY OF THE HOCKINS THAN OF THE VIRTUES OF THE DEPARTED,librispeech_train.360,13.05,34.09
libri360_01182,libri360_01182.wav,./data/audio_clean/libri360_01182.wav,AND IT'S A FINE PROVERB I FEELS IT IN MY INSIDES,librispeech_train.360,4.08,84.49
libri100_01250,libri100_01250.wav,./data/audio_clean/libri100_01250.wav,WHILE TO GET OTHERS HE HAS NOT NEEDED TO USE UP THE ACCUMULATIONS OF THE PAST OR TO MORTGAGE THE FUTURE THE ONE KIND IS GROSS THE OTHER NET INCOME,librispeech_train.100,13.74,57.32
libri360_00161,libri360_00161.wav,./data/audio_clean/libri360_00161.wav,IF HE HAD PREPARED ANY THING WHEREBY IT MIGHT APPEAR THAT HE WAS NOT GUILTY OF THE CRIMES HE WAS ACCUSED OF FOR THAT,librispeech_train.360,6.6,45.9
libri100_01778,libri100_01778.wav,./data/audio_clean/libri100_01778.wav,HE SEEMED TO PREFER TO BE ALONE I CAN GIVE NO EXPLANATION AT ALL OF THE CHANGE I TRIED TO WORK AGAINST IT I DID ALL I COULD WITH JUSTICE TO MY OWN DIGNITY AS I THOUGHT,librispeech_train.100,13.815,36.7
libri360_01856,libri360_01856.wav,./data/audio_clean/libri360_01856.wav,A FAIRY FELL IN LOVE WITH HIM AND DREW HIM AWAY BY ENCHANTMENT WHILE HE WAS ENGAGED IN HUNTING HIS QUEEN SET OUT IN QUEST OF HIM BUT WAS TAKEN ILL ON HER JOURNEY AND DIED LEAVING AN INFANT SON WHOM FROM THE MELANCHOLY CIRCUMSTANCES OF HIS BIRTH,librispeech_train.360,15.305,56.8
libri100_02229,libri100_02229.wav,./data/audio_clean/libri100_02229.wav,THE MOST UNACCUSTOMED OF HIS COMPLICATED CHROMATIC MODULATIONS WE CAN FEEL HIS INDIVIDUALITY PULSATING THROUGH EVERY TONE EVOKED BY THOSE INDIVIDUALIZED FINGERS OF HIS AS THEY WEAVE MEASURES FOR SYLPHS,librispeech_train.100,15.895,36.98
libri360_01888,libri360_01888.wav,./data/audio_clean/libri360_01888.wav,KING MARK MADE HIS NEPHEW GIVE HIM A MINUTE RECITAL OF HIS ADVENTURES TRISTRAM TOLD HIM ALL MINUTELY BUT WHEN HE CAME TO SPEAK OF THE FAIR ISOUDE HE DESCRIBED HER CHARMS WITH A WARMTH AND ENERGY SUCH AS NONE BUT A LOVER COULD DISPLAY,librispeech_train.360,13.68,50.02
libri100_00165,libri100_00165.wav,./data/audio_clean/libri100_00165.wav,JUST AS YOU SAY TEDDY COULDN'T HAVE BEEN THE ONE TO PUT THE MATCH TO THE CAMP OVER AT LUMBER RUN WHEN NACKERSON HAD GONE AWAY PERHAPS WITH ONE OF HIS PALS WHO AGREED TO STAND BACK OF HIM THAT'S THE TIME TEDDY LIT OUT,librispeech_train.100,12.155,51.4
libri100_02980,libri100_02980.wav,./data/audio_clean/libri100_02980.wav,A STATE WHICH AT FIRST WAS DESPOTISM THEN MONARCHY THEN ARISTOCRACY TODAY DEMOCRACY AND ALWAYS TYRANNY WITHOUT THE TIES OF PROPERTY IT NEVER WOULD HAVE BEEN POSSIBLE,librispeech_train.100,13.58,38.59
libri360_01531,libri360_01531.wav,./data/audio_clean/libri360_01531.wav,AND TOLD HIM WHAT I WAS DOING WELL HE SAID TO ME EDISON YOU ARE DOING A GOOD THING FOR THE EASTERN FURNACES THEY OUGHT TO HELP YOU,librispeech_train.360,6.795,44.72
libri100_01088,libri100_01088.wav,./data/audio_clean/libri100_01088.wav,NONE CAME AND HE DARED TO SLIP AROUND THE BOLE OF THE TREE UNDER WHICH HE STOOD LISTENING INTENTLY FOR ANY CORRESPONDING MOVEMENT OVERHEAD NOW HE WAS FACING THAT SURVIVOR'S CAMP,librispeech_train.100,10.855,51.71
libri360_01544,libri360_01544.wav,./data/audio_clean/libri360_01544.wav,THUS WAS SWEPT AWAY THE POSSIBILITY OF REAPING THE REWARD SO RICHLY EARNED BY YEARS OF INCESSANT THOUGHT LABOR AND CARE THIS GREAT AND NOTABLE PLANT REPRESENTING A VERY LARGE OUTLAY OF MONEY BROUGHT TO COMPLETION,librispeech_train.360,12.65,46.48
libri100_02720,libri100_02720.wav,./data/audio_clean/libri100_02720.wav,FOR GOODNESS SAKE PETER RABBIT YOU DON'T MEAN TO SAY YOU DON'T KNOW WHOSE VOICE THAT IS SHE CRIED THAT'S ROSEBREAST HE AND MISSUS ROSEBREAST HAVE BEEN HERE FOR QUITE A LITTLE WHILE,librispeech_train.100,11.78,51.54
libri100_00809,libri100_00809.wav,./data/audio_clean/libri100_00809.wav,CHAPTER THIRTY FIVE SHE TRIED TO BE CONTENT WHICH WAS A CONTRADICTION IN TERMS SHE FANATICALLY CLEANED HOUSE ALL APRIL SHE KNITTED A SWEATER FOR HUGH SHE WAS DILIGENT AT RED CROSS WORK,librispeech_train.100,14.38,38.19
libri100_00833,libri100_00833.wav,./data/audio_clean/libri100_00833.wav,CHUCKED HIM IN THE RIBS AND SAID SAY BOY,librispeech_train.100,2.89,40.97
libri100_01662,libri100_01662.wav,./data/audio_clean/libri100_01662.wav,SHE WILL NEVER BELIEVE BUT WHAT I DID IT ON PURPOSE I SHOULD THINK SHE WOULD BETTER PUNISH DIANA FOR BEING SO GREEDY AS TO DRINK THREE GLASSFULS OF ANYTHING SAID MARILLA SHORTLY WHY THREE OF THOSE BIG GLASSES WOULD HAVE MADE HER SICK EVEN IF IT HAD ONLY BEEN CORDIAL,librispeech_train.100,16.02,38.19
libri360_01516,libri360_01516.wav,./data/audio_clean/libri360_01516.wav,THIS SAND WAS TRANSPORTED AUTOMATICALLY BY BELT CONVEYORS TO THE REAR OF THE WORKS TO BE STORED AND SOLD BEING SHARP CRYSTALLINE AND EVEN IN QUALITY IT WAS A VALUABLE BY PRODUCT FINDING A READY SALE FOR BUILDING PURPOSES RAILWAY SAND BOXES AND VARIOUS INDUSTRIAL USES,librispeech_train.360,14.585,43.26
libri100_02333,libri100_02333.wav,./data/audio_clean/libri100_02333.wav,ILL DEFINED EMBANKMENT FROM THE ICY MESHES OF WHICH SNOW FLOWERS BEGAN TO FALL ALTERNATING WITH HAIL THE SKY SPEEDILY DARKENED AND JUST AS I HAD COMPLETED MY LAST OBSERVATION AND BOXED MY INSTRUMENTS READY FOR THE DESCENT,librispeech_train.100,15.205,65.85
libri100_01446,libri100_01446.wav,./data/audio_clean/libri100_01446.wav,AND LET ME ALONE HEREAFTER IN FACT WE MUST BE STRANGERS FOR THE FUTURE I WILL THEN BE YOUR FRIEND OR BROTHER OR ANYTHING YOU WISH IF YOU WILL ONLY LET ME CONTINUE TO SEE YOU BUT TELL ME WHY I CANNOT BE ANYTHING MORE,librispeech_train.100,15.85,25.28
libri360_00883,libri360_00883.wav,./data/audio_clean/libri360_00883.wav,BEARING NAMES NOT LOCAL AS IF SURPRISED BY A CHANGE IN THE LANDSCAPE SO VIOLENT AS TO HINDER THEIR FURTHER PROGRESS AND HERE THEY USUALLY REMAINED ALL THE WINTER TILL THEY TURNED TO SEEK AGAIN THEIR OLD TRACKS IN THE FOLLOWING SPRING,librispeech_train.360,14.36,39.26
libri360_00207,libri360_00207.wav,./data/audio_clean/libri360_00207.wav,WERE ALSO FIT TO DRINK WHICH WATER RUNS INTO THE LAKE CALLED ASPHALTIRIS AND WHEN THE PHYSICIANS ONCE THOUGHT FIT TO HAVE HIM BATHED IN A VESSEL FULL OF OIL IT WAS SUPPOSED THAT HE WAS JUST DYING,librispeech_train.360,13.36,45.46
libri100_00998,libri100_00998.wav,./data/audio_clean/libri100_00998.wav,DURING THE GREATER PART OF THE NIGHT HAD RUN WILD UPON THE ALL ENGROSSING TOPIC OF THE TIMES THE BARON WHO HAD BEEN UNUSUALLY SILENT AND ABSTRACTED IN THE EARLIER PORTION OF THE EVENING,librispeech_train.100,12.385,40.26
libri100_00371,libri100_00371.wav,./data/audio_clean/libri100_00371.wav,THAT TEN MINUTES LATER ANOTHER FALL OF FISHES OCCURRED UPON THIS SAME NARROW STRIP OF LAND EVEN ARGUING THAT A WHIRLWIND MAY STAND STILL AXIALLY IT DISCHARGES TANGENTIALLY WHEREVER THE FISHES CAME FROM IT DOES NOT SEEM THINKABLE,librispeech_train.100,15.525,65.18
libri100_00015,libri100_00015.wav,./data/audio_clean/libri100_00015.wav,FORMERLY WHEN ONE WENT TO FRASCATI ONE HAD THE CHANCE OF MAKING A FORTUNE ONE PLAYED AGAINST MONEY AND IF ONE LOST THERE WAS ALWAYS THE CONSOLATION OF SAYING THAT ONE MIGHT HAVE GAINED WHEREAS NOW EXCEPT IN THE CLUBS,librispeech_train.100,14.84,41.8
libri100_01078,libri100_01078.wav,./data/audio_clean/libri100_01078.wav,AND THAT HIS FOLLOWERS WOULD LOSE THE THRONE OF CIVIL POWER THAT THEY WOULD BE TESTED FOR A SEASON IN THE VALLEY OF HUMILIATION AND BY THE FIRES OF TERRIBLE PERSECUTION AND THAT THEY WHO WOULD ENDURE UNTO THE END WOULD BE GLORIFIED,librispeech_train.100,14.145,36.41
libri100_02471,libri100_02471.wav,./data/audio_clean/libri100_02471.wav,HE MUST NOT COME RETURNED CYRUS HARDING QUICKLY HE WOULD BE MURDERED ON THE ROAD IT IS VERY PROBABLE HOWEVER THAT HE WILL ATTEMPT TO REJOIN US AH IF THE TELEGRAPH STILL ACTED HE MIGHT BE WARNED BUT THAT IS IMPOSSIBLE NOW,librispeech_train.100,14.61,41.41
libri100_02772,libri100_02772.wav,./data/audio_clean/libri100_02772.wav,HE GREATLY RESEMBLED THE PORTRAITS OF THE ABBE DELILLE HIS COQUETRY CONSISTED IN DRINKING WITH THE CARTERS NO ONE HAD EVER SUCCEEDED IN RENDERING HIM DRUNK HE SMOKED A BIG PIPE,librispeech_train.100,12.005,41.77
libri360_01386,libri360_01386.wav,./data/audio_clean/libri360_01386.wav,THAT GAVE MISTER RABBIT AN IDEA HE WOULD ASK ALL HIS NEIGHBORS TO HELP HIM AND PERHAPS THEN HE COULD GET HIS HOUSE AND GARDEN IN ORDER BY THE TIME OLD MOTHER NATURE ARRIVED SO MISTER RABBIT CALLED ON MISTER SKUNK,librispeech_train.360,14.255,46.03
libri360_00902,libri360_00902.wav,./data/audio_clean/libri360_00902.wav,SAID JUDE THE KETTLE OF HIS GIFT SANG WITH SOME SATIRE IN ITS NOTE TO HIS MIND AND TO CHANGE THE SUBJECT HE SAID DO YOU KNOW OF ANY GOOD READABLE EDITION OF THE UNCANONICAL BOOKS OF THE NEW TESTAMENT YOU DON'T READ THEM IN THE SCHOOL I SUPPOSE OH DEAR NO,librispeech_train.360,16.885,44.31
libri100_01347,libri100_01347.wav,./data/audio_clean/libri100_01347.wav,HE HARDLY APPRECIATED WHAT AN ADMIRABLE AIDE HE HAD LEFT BEHIND HIM IN HIS WIFE KEMP SAT UPON THE TOP STEP AND LEANED HIS BACK AGAINST THE RAILING,librispeech_train.100,9.62,33.0
libri100_00695,libri100_00695.wav,./data/audio_clean/libri100_00695.wav,AND BUT LITTLE AT THIS DAY EXCEPT IT BE FOR A FEW NICE IDLE CITIZENS SURFEITING COURTIERS AND STALL FED GENTLEMEN LUBBERS THE COUNTRY PEOPLE USE KITCHEN PHYSIC,librispeech_train.100,10.68,43.47
libri100_01916,libri100_01916.wav,./data/audio_clean/libri100_01916.wav,LED A MERE BUTTERFLY EXISTENCE HER TWO COUSINS FRANKLY AGREED THAT LOUISE WAS SHALLOW INSINCERE AND INCLINED TO BE AFFECTED BUT OF THE THREE GIRLS,librispeech_train.100,12.57,32.75
libri360_01098,libri360_01098.wav,./data/audio_clean/libri360_01098.wav,FRO FIRST TO LAST A MUDDLE THE SPECTRE OF HIS OLD LOOK SEEMED TO PASS AS HE SAID THE WORD,librispeech_train.360,6.24,32.86
libri100_02311,libri100_02311.wav,./data/audio_clean/libri100_02311.wav,A DOUGLAS SQUIRREL CAME FRISKING FROM THE FOOT OF A CLUMP OF DWARF PINES MOVING IN SUDDEN INTERRUPTED SPURTS OVER THE BOSSY SNOW THEN WITHOUT ANY APPARENT GUIDANCE HE WOULD DIG RAPIDLY INTO THE DRIFT WHERE WERE BURIED SOME GRAINS OF BARLEY THAT THE HORSES HAD LEFT,librispeech_train.100,16.005,65.2
libri100_00933,libri100_00933.wav,./data/audio_clean/libri100_00933.wav,THERE ARE A FEW INSTANCES AS IN THE CASE OF THE GHOST BABY MENTIONED LATER BUT VERY FEW ANCIENT GHOSTS WERE A LONG FACED LOT,librispeech_train.100,11.235,52.31
libri100_00630,libri100_00630.wav,./data/audio_clean/libri100_00630.wav,THE STRANGERS SUFFERING SOME AT THE SAME TIME THREE AND A QUARTER AGAIN ARE WE NEVER TO GET TO A CHEAPER COUNTRY DEAL SIR IF YOU PLEASE BETTER LUCK NEXT TIME THE OTHER PILOT'S VOICE WAS AGAIN HEARD ON DECK HOW MUCH HAVE YOU ONLY ABOUT TEN CORDS SIR,librispeech_train.100,15.765,77.3
libri360_00992,libri360_00992.wav,./data/audio_clean/libri360_00992.wav,WE MAY SAFELY INFER FROM WHAT IS KNOWN OF THE CONDITIONS FAVOURABLE TO THE GROWTH OF CORAL THAT THE LIVING MASSES BATHED BY THE SURF ON THE MARGIN OF THE REEF WILL SOON REGAIN THE SURFACE THE WATER HOWEVER WILL ENCROACH LITTLE BY LITTLE ON THE SHORE,librispeech_train.360,14.15,28.61
libri100_01850,libri100_01850.wav,./data/audio_clean/libri100_01850.wav,THE JEW AND THE WOMAN CAN LOOK AFTER EACH OTHER HE ADDED ROUGHLY UNTIL WE CAN SEND SOMEBODY FOR THEM IN THE MORNING THEY CAN'T RUN AWAY VERY FAR IN THEIR PRESENT CONDITION AND WE CANNOT BE TROUBLED WITH THEM JUST NOW CHAUVELIN HAD NOT GIVEN UP ALL HOPE HIS MEN HE KNEW WERE SPURRED ON BY THE HOPE OF THE REWARD,librispeech_train.100,16.665,45.38
libri100_00155,libri100_00155.wav,./data/audio_clean/libri100_00155.wav,YES AND DIDN'T WE HEAR HIM THREATEN TO DO SOMETHING BEFORE LONG SO AS TO HIT BACK AT MISTER DARREL JERRY WANTED TO KNOW AS IF HE HAD ALL ALONG BEEN SUSPICIOUS OF THE BIG SPORTSMAN,librispeech_train.100,11.3,51.86
libri100_02884,libri100_02884.wav,./data/audio_clean/libri100_02884.wav,BUT AS SOON AS MISSUS ROBY WAS GONE AND MISSUS ROBY WENT HOME ROUND THE CORNER SOMEWHAT EARLIER THAN USUAL THEN MISTER WHARTON WOKE UP INSTANTLY AND MADE INQUIRY OF HIS DAUGHTER,librispeech_train.100,10.725,35.21
libri100_01668,libri100_01668.wav,./data/audio_clean/libri100_01668.wav,OH MARILLA I KNOW BY YOUR FACE THAT IT'S BEEN NO USE SHE SAID SORROWFULLY MISSUS BARRY WON'T FORGIVE ME MISSUS BARRY INDEED SNAPPED MARILLA OF ALL THE UNREASONABLE WOMEN I EVER SAW SHE'S THE WORST,librispeech_train.100,15.09,47.22
libri100_00492,libri100_00492.wav,./data/audio_clean/libri100_00492.wav,THE LIKE FORCE HAS THE PASSION OVER ALL HIS NATURE IT EXPANDS THE SENTIMENT IT MAKES THE CLOWN GENTLE AND GIVES THE COWARD HEART,librispeech_train.100,8.425,39.36
libri360_01755,libri360_01755.wav,./data/audio_clean/libri360_01755.wav,IN A MANNER ANSWERABLE TO OUR CONDITION BUT I ADDED I RATHER BELIEVE YOU WISH TO MARRY AGAIN I SHALL FEEL MUCH SURPRISED IF SUCH BE THE CASE AFTER THE EXPERIENCE YOU HAVE HAD OF THE LITTLE SATISFACTION THERE IS IN WEDLOCK,librispeech_train.360,16.63,11.14
libri100_02623,libri100_02623.wav,./data/audio_clean/libri100_02623.wav,HE WAS VISITING ANOTHER LAB WHERE THEY HAD A COUPLE OF PLASMOIDS WHICH ACTUALLY MOVED NOW AND THEN,librispeech_train.100,5.415,33.93
libri100_01194,libri100_01194.wav,./data/audio_clean/libri100_01194.wav,THAT WE HAVE BEEN DISCUSSING JUST AS A FIELD IS DRAINED PLOWED AND CULTIVATED TO FIT IT BETTER TO YIELD A CROP SO IS THE IRON ORE SHAPED INTO A FORM,librispeech_train.100,13.225,45.57
libri100_01181,libri100_01181.wav,./data/audio_clean/libri100_01181.wav,THE SAME DUALISM REAPPEARS IN HIM THAT HAS BEEN NOTED IN HIS ANALOGUES ELSEWHERE HE IS BOTH LORD OF THE EASTERN LIGHT AND THE WINDS AS THE FORMER HE WAS BORN OF A VIRGIN IN THE LAND OF TULA OR TLAPALLAN IN THE DISTANT ORIENT,librispeech_train.100,16.68,44.49
libri360_01883,libri360_01883.wav,./data/audio_clean/libri360_01883.wav,WHO COMPARED THE FRAGMENT TAKEN FROM HER BROTHER'S WOUND WITH THE SWORD OF TRISTRAM AND WAS SATISFIED THAT IT WAS PART OF THE SAME AND THAT THE WEAPON OF TRISTRAM WAS THAT WHICH REFT HER BROTHER'S LIFE SHE LAID HER GRIEFS AND RESENTMENT BEFORE THE KING,librispeech_train.360,14.36,49.15
libri360_01707,libri360_01707.wav,./data/audio_clean/libri360_01707.wav,FOR SINCE GOOD AND EVIL ARE CONTRARIES IF IT IS MADE PLAIN THAT GOOD IS POWER THE FEEBLENESS OF EVIL IS CLEARLY SEEN AND CONVERSELY IF THE FRAIL NATURE OF EVIL IS MADE MANIFEST THE STRENGTH OF GOOD IS THEREBY KNOWN,librispeech_train.360,14.74,26.18
libri360_00564,libri360_00564.wav,./data/audio_clean/libri360_00564.wav,THIS WILLIAM WORDSWORTH THE AUTHOR OF PETER BELL HAS SELECTED FOR HIS CONTEMPT,librispeech_train.360,5.785,63.85
libri360_01590,libri360_01590.wav,./data/audio_clean/libri360_01590.wav,IN A VERY FRENZY OF EXTRAVAGANT PLEADING,librispeech_train.360,3.14,53.22
libri100_01759,libri100_01759.wav,./data/audio_clean/libri100_01759.wav,AND THOSE WHO WERE TO BE CALLED ON TO GIVE EVIDENCE OCCUPIED CHAIRS TO ONE SIDE OF THE TABLE BEHIND WHICH THE CORONER SAT WHILE THE JURY IN DOUBLE ROW WITH PLASTERED HAIR AND A SPURIOUS EASE OF MANNER FLANKED HIM ON THE OTHER SIDE,librispeech_train.100,15.93,33.65
libri360_00838,libri360_00838.wav,./data/audio_clean/libri360_00838.wav,AND THAT MOST LIKELY IT MUST BE SO AND HE TRIED NOT TO FRET IN ATTENDING THE ELECTIONS TOO AND TAKING PART IN THEM,librispeech_train.360,7.84,27.88
libri360_01486,libri360_01486.wav,./data/audio_clean/libri360_01486.wav,FROM A CONSIDERATION OF THESE FACTS AND WITH HIS USUAL TENDENCY TO UPSET TRADITIONAL OBSERVANCES EDISON CONCEIVED THE BOLD IDEA OF CONSTRUCTING GIGANTIC ROLLS WHICH BY THE FORCE OF MOMENTUM WOULD BE CAPABLE OF CRUSHING INDIVIDUAL ROCKS OF VASTLY GREATER SIZE THAN EVER BEFORE ATTEMPTED,librispeech_train.360,15.875,40.83
libri100_00018,libri100_00018.wav,./data/audio_clean/libri100_00018.wav,WHICH IS VERY DISAGREEABLE DEBTS ARE CONTRACTED ACQUAINTANCES BEGUN ABOUT A GREEN TABLE END BY QUARRELS IN WHICH LIFE OR HONOUR COMES TO GRIEF AND THOUGH ONE MAY BE AN HONEST MAN ONE FINDS ONESELF RUINED BY VERY HONEST MEN,librispeech_train.100,15.73,39.49
libri100_02149,libri100_02149.wav,./data/audio_clean/libri100_02149.wav,IT WAS A LARGE AIRY PLACE WITH A LITTLE SPRING AND A POOL OF CLEAR WATER OVERHUNG WITH FERNS THE FLOOR WAS SAND BEFORE A BIG FIRE LAY CAPTAIN SMOLLETT AND IN A FAR CORNER ONLY DUSKILY FLICKERED OVER BY THE BLAZE,librispeech_train.100,15.275,29.19
libri100_02621,libri100_02621.wav,./data/audio_clean/libri100_02621.wav,MANTELISH BEGAN TO GET RESULTS WITH IT THE COMMISSIONER SAID ONE EXPERIMENT WAS RATHER STARTLING HE'D BEEN TRYING THAT ELECTRICAL STIMULATION BUSINESS NOTHING HAPPENED UNTIL HE HAD FINISHED THEN HE TOUCHED THE PLASMOID AND IT FED THE WHOLE CHARGE BACK TO HIM,librispeech_train.100,15.36,37.73
libri100_02581,libri100_02581.wav,./data/audio_clean/libri100_02581.wav,I DIDN'T SAY ANYTHING WHEN SHE HAD GONE I CRIED LIKE A SILLY BOY PRETTY SOON I HAD A CHANCE TO SELL THE HOUSE AND I SENT THAT MONEY TO HER WASH WILLIAMS AND GEORGE WILLARD,librispeech_train.100,15.125,23.16
libri360_01682,libri360_01682.wav,./data/audio_clean/libri360_01682.wav,THE CARDINAL STRUCK HIM LIKE A FLASHING ROCKET AND THEN RED WAR WAGED IN RAINBOW BOTTOM THE FEMALES SCATTERED FOR COVER WITH ALL THEIR MIGHT THE CARDINAL WORKED IN A KISS ON ONE POOR LITTLE BIRD TOO FRIGHTENED,librispeech_train.360,15.515,48.28
libri100_01740,libri100_01740.wav,./data/audio_clean/libri100_01740.wav,HE DID NOT CARE IN THE LEAST WHETHER THEY FOUND OR NOT AND WHEN CAPTAIN GLOMAX WAS HELD TO HAVE DISGRACED HIMSELF THOROUGHLY BY WASTING AN HOUR IN DIGGING OUT AND THEN KILLING A VIXEN HE HAD NOT A WORD TO SAY ABOUT IT,librispeech_train.100,15.96,33.63
libri100_01453,libri100_01453.wav,./data/audio_clean/libri100_01453.wav,YOU AND YOUR PONY BE WHAT MAKES YOU SO COARSE AND BRUTAL MARKHAM I'M QUITE ASHAMED OF YOU YOU ANSWER MY QUESTIONS BEFORE YOU LEAVE THIS SPOT I WILL KNOW WHAT YOU MEAN BY THIS PERFIDIOUS DUPLICITY,librispeech_train.100,14.75,25.57
libri360_01241,libri360_01241.wav,./data/audio_clean/libri360_01241.wav,THE MAJOR WHO DIDN'T KNOW THE GROUND TRIED IT AT AN IMPRACTICABLE PLACE AND BROUGHT HIS MARE DOWN BUT SHE FELL AT THE RIGHT SIDE AND HE WAS QUICK ENOUGH IN GETTING AWAY FROM HER NOT TO FALL UNDER HER IN THE DITCH,librispeech_train.360,12.805,30.99
