audio_file,audio_path,query_text,chunk_id,doc_title,match_score,source_audio,audio_id,embedding_row
libri100_00465.wav,./data/audio_clean/libri100_00465.wav,UNITES HIM TO HIS RACE PLEDGES HIM TO THE DOMESTIC AND CIVIC RELATIONS CARRIES HIM WITH NEW SYMPATHY INTO NATURE ENHANCES THE POWER OF THE SENSES OPENS THE IMAGINATION ADDS TO HIS CHARACTER HEROIC AND SACRED ATTRIBUTES,doc00281_chunk000,Aleister Crowley,0.0526,librispeech_train.100,libri100_00465,4708
libri100_00433.wav,./data/audio_clean/libri100_00433.wav,THOUGH IT HARMONIZES WITH DATA OF FISHES THAT FALL AS IF FROM A STATIONARY SOURCE AND OF COURSE WITH OTHER DATA TOO IS INADEQUATE TO ACCOUNT FOR TWO PECULIARITIES OF THE FALLS OF FROGS THAT NEVER HAS A FALL OF TADPOLES BEEN REPORTED,doc00233_chunk001,Algorithms for calculating variance,0.0526,librispeech_train.100,libri100_00433,3378
libri100_02154.wav,./data/audio_clean/libri100_02154.wav,AND WHAT A MEAL IT WAS WITH BEN GUNN'S SALTED GOAT AND SOME DELICACIES AND A BOTTLE OF OLD WINE FROM THE HISPANIOLA NEVER I AM SURE WERE PEOPLE GAYER OR HAPPIER,doc00111_chunk001,Apiales,0.0526,librispeech_train.100,libri100_02154,4053
libri360_00895.wav,./data/audio_clean/libri360_00895.wav,AND WHEN SHE HAD FINISHED AND HE MOVED HIS HAND TOWARDS HERS IT MET HIS OWN HALF WAY JUDE GRASPED IT JUST AS HE HAD DONE BEFORE HER MARRIAGE IT IS ODD SHE SAID IN A VOICE QUITE CHANGED THAT I SHOULD CARE ABOUT THAT AIR BECAUSE,doc00438_chunk001,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",0.0526,librispeech_train.360,libri360_00895,2414
libri100_00038.wav,./data/audio_clean/libri100_00038.wav,MARGUERITE WAS AWAKENED BY THE SUNLIGHT POURING INTO HER ROOM AND JUMPING OUT OF BED ASKED ME IF I WOULD TAKE HER INTO THE COUNTRY FOR THE WHOLE DAY,doc00281_chunk000,Aleister Crowley,0.0526,librispeech_train.100,libri100_00038,3954
libri100_01361.wav,./data/audio_clean/libri100_01361.wav,THE CRICKETS CHIRPED IN THE HEDGES NOW AND THEN A FIREFLY FLASHED BEFORE THEM,doc00503_chunk002,Alexios I Komnenos,0.125,librispeech_train.100,libri100_01361,3008
libri100_01726.wav,./data/audio_clean/libri100_01726.wav,IN ALL THESE DISPUTES HE NEVER QUITE YIELDED THOUGH HIS HEART SANK WITHIN HIM HE WAS STILL FIRM HE WOULD TURN HIS BACK TO HIS WIFE AND LET HER RUN ON WITH HER ARGUMENTS WITHOUT A WORD OF ANSWER,doc00121_chunk005,Alfred Hitchcock,0.0526,librispeech_train.100,libri100_01726,1618
libri100_00700.wav,./data/audio_clean/libri100_00700.wav,AND WHAT WAS APOLLO BUT THE DEVIL THE GREEKS FIRST MADE AN ART OF IT AND THEY WERE ALL DELUDED BY APOLLO'S SONS PRIESTS ORACLES IF WE MAY BELIEVE VARRO PLINY COLUMELLA MOST OF THEIR BEST MEDICINES WERE DERIVED FROM HIS ORACLES,doc00027_chunk031,Apollo,0.1111,librispeech_train.100,libri100_00700,166
libri100_00644.wav,./data/audio_clean/libri100_00644.wav,PROOF ALL THE MODES IN WHICH ANY GIVEN BODY IS AFFECTED,doc00001_chunk000,Albedo,0.1538,librispeech_train.100,libri100_00644,3480
libri360_01518.wav,./data/audio_clean/libri360_01518.wav,EXPOSED TO SNOW AND RAIN IN MANY RESPECTS THE ATTAINMENT OF THESE SOMEWHAT CONFLICTING ENDS WAS THE MOST PERPLEXING OF THE PROBLEMS WHICH CONFRONTED MISTER EDISON THE AGGLOMERATION OF THE CONCENTRATES HAVING BEEN DECIDED UPON TWO OTHER CONSIDERATIONS NOT MENTIONED ABOVE WERE OF PRIMARY IMPORTANCE,doc00100_chunk040,American Revolutionary War,0.0526,librispeech_train.360,libri360_01518,3907
libri100_00766.wav,./data/audio_clean/libri100_00766.wav,HE OPENED HIS CHURCH TO THE WOUNDED INDIAN PRISONERS AS AN EMERGENCY HOSPITAL HIS MUCH REGRETTED DEATH OCCURRED A FEW MONTHS LATER HE WAS A TIRELESS WORKER AND MUCH LOVED BY HIS PEOPLE,doc00201_chunk016,Hercule Poirot,0.0526,librispeech_train.100,libri100_00766,1840
libri360_00765.wav,./data/audio_clean/libri360_00765.wav,A FINE CHEST HE HAD TOO AND INTRODUCED HIMSELF HE WAS BRACED CAREFULLY FOR THE OCCASION AND ACHIEVED AN EXCELLENT OBEISANCE AGAIN THEY LAUGHED DELIGHTEDLY AND THE ONE NEAREST ME FOLLOWED HIS TACTICS,doc00201_chunk003,Hercule Poirot,0.0526,librispeech_train.360,libri360_00765,1595
libri360_01849.wav,./data/audio_clean/libri360_01849.wav,SHE TRANSFORMED MY POOR WIFE INTO A GOLDEN PIG AND I MUST HAVE REVENGE FOR THAT WHATEVER ELSE WE DO LOOK OUT SUDDENLY EXCLAIMED THE OFFICERS POINTING INTO THE LAKE SOMETHING'S GOING TO HAPPEN,doc00284_chunk015,Athena,0.1111,librispeech_train.360,libri360_01849,4644
libri100_00966.wav,./data/audio_clean/libri100_00966.wav,TILL THE PHANTOM COUPLE TAKE A LIKING TO EACH OTHER AND DECIDE TO LET THE LIVING BURY THEIR DEAD THIS IS SUGGESTIVE OF BRANDER MATTHEWS'S EARLIER AND CLEVERER STORY OF A SPECTRAL COURTSHIP IN THE RIVAL GHOSTS,doc00230_chunk006,All Souls' Day,0.1111,librispeech_train.100,libri100_00966,2908
libri100_00096.wav,./data/audio_clean/libri100_00096.wav,COVERING HER HANDS WITH TEARS IN MY JOY AT BEING THUS LOVED MY LIFE IS YOURS MARGUERITE YOU NEED THIS MAN NO LONGER AM I NOT HERE SHALL I EVER LEAVE YOU AND CAN I EVER REPAY YOU FOR THE HAPPINESS THAT YOU GIVE ME,doc00388_chunk015,Amazing Grace,0.0526,librispeech_train.100,libri100_00096,422
libri100_02505.wav,./data/audio_clean/libri100_02505.wav,YET AMIABLE BUT FATUOUS PERSONS WITH ALL THESE FACTS BEFORE THEIR EYES PASS RESOLUTIONS DEMANDING UNIVERSAL ARBITRATION FOR EVERYTHING,doc00455_chunk005,Amaranth,0.1111,librispeech_train.100,libri100_02505,95
libri100_02642.wav,./data/audio_clean/libri100_02642.wav,LAST YEAR WHEN I WAS BULLING THE MARKET THE LONGS ALL SAID THAT I WAS A KIND HEARTED OLD PHILANTHROPIST WHO WAS LAYING AWAKE NIGHTS SCHEMING TO GET THE FARMERS A TOP PRICE FOR THEIR HOGS,doc00561_chunk010,Abu Bakr,0.1111,librispeech_train.100,libri100_02642,2907
libri100_00317.wav,./data/audio_clean/libri100_00317.wav,THE AUTHOR OF THE ROTTEN BOOK THE BEAUTY WHO WAS NO BEAUTY THE HEIRESS WHO WAS ONLY THAT THE STRANGER WHO WAS FOR THE MOST PART SAVED FROM BEING INCONVENIENTLY STRANGE BUT BY BEING INCONVENIENTLY FAMILIAR,doc00100_chunk040,American Revolutionary War,0.0526,librispeech_train.100,libri100_00317,4592
libri360_01471.wav,./data/audio_clean/libri360_01471.wav,GRAPPLING WITH TECHNICAL AND COMMERCIAL PROBLEMS OF THE HIGHEST ORDER HIS GENIUS AS AN INVENTOR IS REVEALED IN MANY DETAILS OF THE GREAT CONCENTRATING PLANT BUT TO OUR MIND,doc00348_chunk009,Casa Milà,0.1111,librispeech_train.360,libri360_01471,2232
libri360_00974.wav,./data/audio_clean/libri360_00974.wav,AS WAS THE LITTLE CREATURE'S HABIT IT DID NOT SOON REPEAT ITS CRY AND PROBABLY WOULD NOT DO SO MORE THAN ONCE OR TWICE BUT WOULD REMAIN BEARING ITS TORTURE TILL THE MORROW WHEN THE TRAPPER WOULD COME AND KNOCK IT ON THE HEAD,doc00358_chunk003,Apatosaurus,0.0526,librispeech_train.360,libri360_00974,2486
libri100_01309.wav,./data/audio_clean/libri100_01309.wav,ELEANOR WAS THE ACKNOWLEDGED LEADER BUT EDNA WRIGHT BECAME A CLOSE SECOND AND BETWEEN THEM THEY MANAGED TO DISSEMINATE A SPIRIT OF MISCHIEF THROUGHOUT THE SCHOOL THAT THE TEACHERS FOUND HARD TO COMBAT GRACE HARLOWE WATCHED THE TREND THAT AFFAIRS WERE TAKING WITH CONSIDERABLE ANXIETY,doc00317_chunk003,Antoninus Pius,0.1111,librispeech_train.100,libri100_01309,2858
libri100_00605.wav,./data/audio_clean/libri100_00605.wav,SHE WAS REGULARLY ADVERTISED AS THE FAST RUNNING ET CETERA HER REGULAR TRIPS FROM NEW ORLEANS TO NATCHEZ WERE USUALLY MADE IN FROM SIX TO EIGHT DAYS A TRIP MADE BY HER IN FIVE DAYS WAS CONSIDERED REMARKABLE,doc00509_chunk015,Andrew Jackson,0.0526,librispeech_train.100,libri100_00605,2587
libri100_00114.wav,./data/audio_clean/libri100_00114.wav,BUT WE DIDN'T BREAK HIS OLD WINDOW YOU KNOW EXPOSTULATED WILL MILTON HERE ARE LOTS OF WITNESSES TO PROVE IT CAME FROM THE OTHER SIDE LITTLE HE'LL CARE ABOUT THAT BLUFF TOLD HIM HE MUST HAVE SEEN US IN THE FIGHT AND THAT SETTLES IT,doc00224_chunk010,Austrian school of economics,0.0526,librispeech_train.100,libri100_00114,1055
libri360_00696.wav,./data/audio_clean/libri360_00696.wav,HIS PREVIOUS EXPERIENCE STOOD HIM IN GOOD STEAD THERE IT WAS A VERY COMPLETE LITTLE OUTFIT,doc00452_chunk007,Acupuncture,0.1111,librispeech_train.360,libri360_00696,2943
libri100_02944.wav,./data/audio_clean/libri100_02944.wav,THERE RESULTS A MONOPOLY IN THEIR FAVOR AGAINST THE REST OF THE NATION TO WHICH THEY DO NOT WISH TO SUBMIT WELL THEY HAVE SHARED THE LAND,doc00450_chunk021,Ainu people,0.1111,librispeech_train.100,libri100_02944,152
libri100_02302.wav,./data/audio_clean/libri100_02302.wav,UNDULATING HILL AND DALE SMOOTH PURPLE PLAINS AND SILVERY MOUNTAINS OF CUMULI RANGE OVER RANGE DIVERSIFIED WITH PEAK AND DOME AND HOLLOW FULLY BROUGHT OUT IN LIGHT AND SHADE I GAZED ENCHANTED,doc00091_chunk016,Albania,0.0526,librispeech_train.100,libri100_02302,2518
libri100_01746.wav,./data/audio_clean/libri100_01746.wav,LADY USHANT IS COMING TO BRAGTON I SUPPOSE THAT POOR MAN IS DYING HE IS VERY ILL CERTAINLY,doc00358_chunk003,Apatosaurus,0.0556,librispeech_train.100,libri100_01746,4674
libri360_00638.wav,./data/audio_clean/libri360_00638.wav,ONE HEARS MANY STORIES OF THE KIND AND A MAN WHOSE SON IS BELIEVED TO GO OUT RIDING AMONG THEM AT NIGHT TELLS ME THAT HE IS CARELESS ABOUT EVERYTHING AND LIES IN BED UNTIL IT IS LATE IN THE DAY A DOCTOR BELIEVES THIS BOY TO BE MAD,doc00153_chunk004,A. E. van Vogt,0.1111,librispeech_train.360,libri360_00638,3243
libri360_00544.wav,./data/audio_clean/libri360_00544.wav,THE HERESY OF WHAT IS CALLED VERY FOOLISHLY THE LAKE SCHOOL SOME YEARS AGO I MIGHT HAVE BEEN INDUCED BY AN OCCASION LIKE THE PRESENT TO ATTEMPT A FORMAL REFUTATION OF THEIR DOCTRINE AT PRESENT IT WOULD BE A WORK OF SUPEREROGATION,doc00382_chunk002,Amos Bronson Alcott,0.1111,librispeech_train.360,libri360_00544,1717
libri100_00852.wav,./data/audio_clean/libri100_00852.wav,SHE LEARNED THAT PLOVER AND MINNIEMASHIE LAKES WERE WORLD FAMED FOR THEIR BEAUTEOUS WOODED SHORES AND GAMEY PIKE AND BASS NOT TO BE EQUALLED ELSEWHERE IN THE ENTIRE COUNTRY THAT THE RESIDENCES OF GOPHER PRAIRIE WERE MODELS,doc00450_chunk021,Ainu people,0.1111,librispeech_train.100,libri100_00852,1261
libri100_02702.wav,./data/audio_clean/libri100_02702.wav,AND HE KEPT THEM POUNDING AWAY UNTIL THEY HAD MADE ME GIVE THEM A TRIAL THEN IT WAS ALL UP WITH MISTER JIM'S JOB AGAIN,doc00027_chunk031,Apollo,0.1111,librispeech_train.100,libri100_02702,1592
libri100_02083.wav,./data/audio_clean/libri100_02083.wav,THE WIND BROUGHT US A NOISE BETWEEN SHRIEKING AND SINGING IT WAS ONLY A SNATCH THAT REACHED OUR EARS FOLLOWED BY THE FORMER SILENCE HEAVEN FORGIVE THEM SAID THE DOCTOR TIS THE MUTINEERS,doc00120_chunk021,Arabic,0.0526,librispeech_train.100,libri100_02083,2846
libri100_01607.wav,./data/audio_clean/libri100_01607.wav,SO HE DIDN'T FIND THE TIME LONG AT ALL IT WAS A BEAUTIFUL FAIRY STORY MARILLA I FORGOT THE END OF IT SO I MADE UP AN END FOR IT MYSELF AND MATTHEW SAID HE COULDN'T TELL WHERE THE JOIN CAME IN MATTHEW WOULD THINK IT ALL RIGHT ANNE IF YOU TOOK A NOTION TO GET UP AND HAVE DINNER IN THE MIDDLE OF THE NIGHT,doc00296_chunk006,Alternate history,0.1111,librispeech_train.100,libri100_01607,1557
libri360_00059.wav,./data/audio_clean/libri360_00059.wav,AND CONSEQUENTLY IN AMERICA THE ELECTIVE SYSTEM HAS NO VERY PREJUDICIAL INFLUENCE ON THE FIXED PRINCIPLES OF THE GOVERNMENT BUT THE WANT OF FIXED PRINCIPLES IS AN EVIL SO INHERENT IN THE ELECTIVE SYSTEM,doc00181_chunk005,Antigua and Barbuda,0.1111,librispeech_train.360,libri360_00059,4807
libri360_01327.wav,./data/audio_clean/libri360_01327.wav,SHE HOWEVER PROFESSED HER READINESS TO GO IN THE CARRIAGE IF A SADDLE HORSE COULD NOT BE FOUND THE DINNER PARTY I FEAR WAS VERY DULL MISTER MAINWARING PERHAPS LIKED IT BECAUSE HE WAS FOND OF DINING ANYWHERE AWAY FROM HOME,doc00149_chunk007,ABBA,0.0526,librispeech_train.360,libri360_01327,3027
libri100_02119.wav,./data/audio_clean/libri100_02119.wav,YOU'RE HIM THAT NEVER BUNGLED NOTHING YOU WOODEN HEADED LUBBER DIG AWAY BOYS SAID SILVER WITH THE COOLEST INSOLENCE YOU'LL FIND SOME PIG NUTS AND I SHOULDN'T WONDER PIG NUTS REPEATED MERRY IN A SCREAM MATES DO YOU HEAR THAT,doc00121_chunk030,Alfred Hitchcock,0.0526,librispeech_train.100,libri100_02119,2813
libri360_01516.wav,./data/audio_clean/libri360_01516.wav,THIS SAND WAS TRANSPORTED AUTOMATICALLY BY BELT CONVEYORS TO THE REAR OF THE WORKS TO BE STORED AND SOLD BEING SHARP CRYSTALLINE AND EVEN IN QUALITY IT WAS A VALUABLE BY PRODUCT FINDING A READY SALE FOR BUILDING PURPOSES RAILWAY SAND BOXES AND VARIOUS INDUSTRIAL USES,doc00096_chunk008,Art,0.1111,librispeech_train.360,libri360_01516,31
libri100_01708.wav,./data/audio_clean/libri100_01708.wav,SO HE WALKED BY THE PATH ACROSS THE BRIDGE AND WHEN HE CAME OUT ON THE GRAVEL ROAD NEAR THE FRONT DOOR HE FOUND A GENTLEMAN SMOKING A CIGAR AND LOOKING AROUND HIM,doc00537_chunk001,Afonso V of Portugal,0.1111,librispeech_train.100,libri100_01708,937
libri360_01078.wav,./data/audio_clean/libri360_01078.wav,WHEN THEY CAME TO THE OLD HELL SHAFT THEY FOUND IT AS LONELY AS SHE HAD LEFT IT THE MEN CALLED AND LISTENED AS SHE HAD DONE AND EXAMINED THE EDGE OF THE CHASM AND SETTLED HOW IT HAD HAPPENED AND THEN SAT DOWN TO WAIT UNTIL THE IMPLEMENTS THEY WANTED SHOULD COME UP,doc00537_chunk001,Afonso V of Portugal,0.1111,librispeech_train.360,libri360_01078,2991
libri100_02226.wav,./data/audio_clean/libri100_02226.wav,AND RESOLVED TO SHOW THAT THE PIANO TOO COULD PRODUCE THRILLING EFFECTS IN THE SAME WAY HE HAD LISTENED TO THE HUMAN VOICE AND DETERMINED THAT THE SONG OF HIS OWN INSTRUMENT SHOULD BE HEARD,doc00260_chunk022,Augustin-Jean Fresnel,0.0526,librispeech_train.100,libri100_02226,1912
libri360_01429.wav,./data/audio_clean/libri360_01429.wav,THE ONLY THING HE COULD DO WAS TO KEEP OUT OF SIGHT AS MUCH AS POSSIBLE SO HE LEARNED TO SWIM WITH ONLY HIS HEAD OUT OF WATER AND SOMETIMES WITH ONLY THE END OF HIS NOSE OUT OF WATER,doc00110_chunk000,Alismatales,0.1111,librispeech_train.360,libri360_01429,3956
libri100_01594.wav,./data/audio_clean/libri100_01594.wav,JENNY CALLED PETER JENNY WREN JENNY WREN NO ONE ANSWERED HIM HE COULD HEAR MISTER WREN SINGING IN ANOTHER TREE BUT HE COULDN'T SEE HIM JENNY JENNY WREN JENNY WREN CALLED PETER AGAIN,doc00311_chunk002,Ashoka,0.0526,librispeech_train.100,libri100_01594,309
libri360_01655.wav,./data/audio_clean/libri360_01655.wav,BUT FOR THAT MATTER IF I EVER GET HER DOWN TO SEE YOU JEST ONCE THE TRICK'S DONE WITH HER TOO FOR YOU'RE THE PRETTIEST THING GOD EVER MADE IN THE SHAPE OF A BIRD AT I EVER SAW,doc00509_chunk015,Andrew Jackson,0.0526,librispeech_train.360,libri360_01655,2439
libri100_02756.wav,./data/audio_clean/libri100_02756.wav,HE TRIED HIS HARDEST TO FLUTTER AWAY FARMER BROWN'S BOY UNDERSTOOD INSTANTLY THAT SOMETHING WAS WRONG WITH ONE WING AND RUNNING FORWARD HE CAUGHT REDCOAT YOU POOR LITTLE THING,doc00027_chunk033,Apollo,0.0526,librispeech_train.100,libri100_02756,1433
libri360_00767.wav,./data/audio_clean/libri360_00767.wav,HE SUGGESTED BY SIGNS THAT WE ALL GO DOWN TOGETHER BUT AGAIN THEY SHOOK THEIR HEADS STILL MERRILY THEN ELLADOR CLEARLY INDICATED THAT WE SHOULD GO DOWN POINTING TO EACH AND ALL OF US WITH UNMISTAKABLE FIRMNESS AND FURTHER,doc00149_chunk026,ABBA,0.1111,librispeech_train.360,libri360_00767,3095
libri360_01214.wav,./data/audio_clean/libri360_01214.wav,AND A LONG ARM THAT STRETCHED ALONG THE GRAVE TILL IT REACHED THE OTHER SHEETS AT ONCE ON BEING RAISED THESE SHEETS WERE CAUGHT BY THE WIND AND FLAPPED AND FLUTTERED LIKE HALF HOISTED SAILS,doc00343_chunk008,Abbey,0.0526,librispeech_train.360,libri360_01214,495
libri360_00169.wav,./data/audio_clean/libri360_00169.wav,BUT WHEN HEROD HAD BOUND HIS SON HE SENT LETTERS TO ROME TO CAESAR ABOUT HIM AND SUCH MESSENGERS WITHAL AS SHOULD BY WORD OF MOUTH INFORM CAESAR OF ANTIPATER'S WICKEDNESS,doc00311_chunk002,Ashoka,0.1111,librispeech_train.360,libri360_00169,205
libri360_01333.wav,./data/audio_clean/libri360_01333.wav,THAT'S SO REPLIED PETER I DON'T SEE WHAT HE HAS HIS HOUSE IN THE WATER FOR ANYWAY,doc00212_chunk007,Alcohol (chemistry),0.0714,librispeech_train.360,libri360_01333,4662
libri360_00847.wav,./data/audio_clean/libri360_00847.wav,OF CONTEMPORARY IDEAS AND TO FRAME THEIR POLICY SO AS FROM THE RIGHTS CONFERRED UPON THE NOBLES NOT AS THE NOBILITY BUT AS AN ELEMENT OF THE DISTRICT COUNCIL,doc00526_chunk009,Almoravid dynasty,0.0526,librispeech_train.360,libri360_00847,3337
libri360_01147.wav,./data/audio_clean/libri360_01147.wav,I RECKON IT'S THE OLD LADY BE DOWN REPLIED HER HUSBAND AND THROWING OPEN THE BEDROOM DOOR HE SAID,doc00154_chunk006,Anna Kournikova,0.0526,librispeech_train.360,libri360_01147,3809
libri360_00735.wav,./data/audio_clean/libri360_00735.wav,WE HAD OUR GLASSES OUT EVEN TERRY,doc00158_chunk004,Arsenic,0.0833,librispeech_train.360,libri360_00735,305
libri100_00204.wav,./data/audio_clean/libri100_00204.wav,I'M BEGINNING TO BELIEVE WILL WAS NOT SO FAR OUT OF THE WAY AFTER ALL WHEN HE SAID IT MIGHT BE THE GIANT OF ALL MAINE MOOSE BLUFF GOT UP AGAIN SHAKING HIS HEAD OH THE MEANEST LUCK THAT EVER WAS HE LAMENTED,doc00438_chunk001,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",0.1111,librispeech_train.100,libri100_00204,4983
libri100_00718.wav,./data/audio_clean/libri100_00718.wav,I HAVE SAID YET ONE THING I WILL ADD THAT THIS KIND OF PHYSIC IS VERY MODERATELY AND ADVISEDLY TO BE USED,doc00121_chunk030,Alfred Hitchcock,0.125,librispeech_train.100,libri100_00718,2447
libri100_01807.wav,./data/audio_clean/libri100_01807.wav,BUT I ORDERED YOU JUST NOW WHEN THE WOMAN SCREAMED TO RUSH IN AND LET NO ONE ESCAPE BUT CITOYEN THE FOUR MEN WHO WERE THERE BEFORE HAD BEEN GONE SOME TIME I THINK YOU THINK YOU SAID CHAUVELIN ALMOST CHOKING WITH FURY AND YOU LET THEM GO,doc00121_chunk007,Alfred Hitchcock,0.1111,librispeech_train.100,libri100_01807,843
libri360_01442.wav,./data/audio_clean/libri360_01442.wav,AND THERE HE WAS IN THE VERY BEST AND SAFEST KIND OF A HOUSE PERFECTLY HIDDEN FROM ALL HIS ENEMIES OH MOTHER NATURE HOW CAN I EVER THANK YOU HE CRIED BY DOING AS YOU ALWAYS HAVE DONE ATTENDING WHOLLY TO YOUR OWN AFFAIRS,doc00149_chunk012,ABBA,0.1111,librispeech_train.360,libri360_01442,2697
libri100_01463.wav,./data/audio_clean/libri100_01463.wav,YET I COULD NOT BUT PERCEIVE THAT SHE WAS AT TIMES UNHAPPY AND DISSATISFIED WITH HERSELF OR HER POSITION AND TRULY I MYSELF WAS NOT QUITE CONTENTED WITH THE LATTER THIS ASSUMPTION OF BROTHERLY NONCHALANCE WAS VERY HARD TO SUSTAIN,doc00325_chunk013,Augustus,0.0526,librispeech_train.100,libri100_01463,4847
libri100_02708.wav,./data/audio_clean/libri100_02708.wav,HE BROKE OUT IN A NEW PLACE EVERY DAY AND EVERY TIME HE BROKE OUT IT COST THE HOUSE MONEY FINALLY I MADE UP MY MIND TO SWALLOW THE LOSS AND MISTER JIM WAS JUST ABOUT TO LOSE HIS JOB SURE ENOUGH,doc00012_chunk002,International Atomic Time,0.1111,librispeech_train.100,libri100_02708,211
libri100_02809.wav,./data/audio_clean/libri100_02809.wav,TO KNOW HOW MUCH THE SHADOW USES UP THE MIRROR AND TO PUT A PRICE ON IT AND BY FIVE HUNDRED THOUSAND DEVILS TO MAKE THE TRAVELLER PAY FOR EVERYTHING,doc00201_chunk003,Hercule Poirot,0.0526,librispeech_train.100,libri100_02809,3910
libri100_01643.wav,./data/audio_clean/libri100_01643.wav,OH DIANA I SHALL NEVER FORGET THAT AWFUL MOMENT IF I LIVE TO BE A HUNDRED MISSUS CHESTER ROSS JUST LOOKED AT ME AND I THOUGHT I WOULD SINK THROUGH THE FLOOR WITH MORTIFICATION,doc00009_chunk010,Academy Awards,0.0526,librispeech_train.100,libri100_01643,679
libri100_00742.wav,./data/audio_clean/libri100_00742.wav,IS TO GET AN EDUCATION AND HOLD UP HIS HEAD AS A MEMBER OF THE OLDEST AMERICAN ARISTOCRACY MANY OF OUR LEADING MEN HAVE MARRIED INTO EXCELLENT FAMILIES AND ARE PROMINENT IN CULTIVATED WHITE COMMUNITIES,doc00382_chunk013,Amos Bronson Alcott,0.1111,librispeech_train.100,libri100_00742,565
libri100_02584.wav,./data/audio_clean/libri100_02584.wav,I SAT IN THE PARLOR OF THAT HOUSE TWO HOURS HER MOTHER TOOK ME IN THERE AND LEFT ME THEIR HOUSE WAS STYLISH THEY WERE WHAT IS CALLED RESPECTABLE PEOPLE THERE WERE PLUSH CHAIRS AND A COUCH IN THE ROOM,doc00450_chunk021,Ainu people,0.1111,librispeech_train.100,libri100_02584,4900
